,Value,Num,Stock
1,Previous Close,- -,ausmallfinancebank
2,Volume,- -,ausmallfinancebank
3,Value(lacs),- -,ausmallfinancebank
0,High,- -,ausmallfinancebank
1,Low,- -,ausmallfinancebank
2,ATP,- -,ausmallfinancebank
3,Spot,- -,ausmallfinancebank
0,Open,479.35,aartiindustries
1,Previous Close,476.55,aartiindustries
2,Volume,2284289.0,aartiindustries
3,Value (Lacs),11055.96,aartiindustries
4,i  VWAP,487.7,aartiindustries
5,Beta,,aartiindustries
0,High,493.95,aartiindustries
1,Low,478.0,aartiindustries
2,UC Limit,524.2,aartiindustries
3,LC Limit,428.9,aartiindustries
4,52 Week High,807.9,aartiindustries
5,52 Week Low,445.0,aartiindustries
0,TTM EPS See historical trend,13.24  (-63.95% YoY),aartiindustries
1,TTM PE See historical trend,36.56  (Average PE),aartiindustries
2,P/B See historical trend,3.57 (Low P/B),aartiindustries
3,Face Value,5.00,aartiindustries
0,Mkt Cap (Rs. Cr.),17545,aartiindustries
1,Dividend Yield,0.52,aartiindustries
2,20D Avg Volume,1185847,aartiindustries
3,20D Avg Delivery(%),--,aartiindustries
4,Sector PE,51.09,aartiindustries
5,Book Value Per Share,135.72,aartiindustries
0,Open,- -,aartiindustries
1,Previous Close,- -,aartiindustries
2,Volume,- -,aartiindustries
3,Value(lacs),- -,aartiindustries
0,High,- -,aartiindustries
1,Low,- -,aartiindustries
2,ATP,- -,aartiindustries
3,Spot,- -,aartiindustries
0,Open,22800.0,abbottindia
1,Previous Close,22748.05,abbottindia
2,Volume,20037.0,abbottindia
3,Value (Lacs),4494.35,abbottindia
4,i  VWAP,22585.89,abbottindia
5,Beta,,abbottindia
0,High,22979.65,abbottindia
1,Low,22380.0,abbottindia
2,UC Limit,25022.85,abbottindia
3,LC Limit,20473.25,abbottindia
4,52 Week High,24744.25,abbottindia
5,52 Week Low,18000.0,abbottindia
0,TTM EPS See historical trend,0.00  (+27.88% YoY),abbottindia
1,TTM PE See historical trend,--  (Low PE),abbottindia
2,P/B See historical trend,0.00 (Average P/B),abbottindia
3,Face Value,10.00,abbottindia
0,Mkt Cap (Rs. Cr.),47663,abbottindia
1,Dividend Yield,1.45,abbottindia
2,20D Avg Volume,11141,abbottindia
3,20D Avg Delivery(%),--,abbottindia
4,Sector PE,43.70,abbottindia
5,Book Value Per Share,--,abbottindia
0,Open,- -,abbottindia
1,Previous Close,- -,abbottindia
2,Volume,- -,abbottindia
3,Value(lacs),- -,abbottindia
0,High,- -,abbottindia
1,Low,- -,abbottindia
2,ATP,- -,abbottindia
3,Spot,- -,abbottindia
0,Open,2533.9,adanienterprises
1,Previous Close,2498.3,adanienterprises
2,Volume,1627836.0,adanienterprises
3,Value (Lacs),40510.33,adanienterprises
4,i  VWAP,2512.68,adanienterprises
5,Beta,,adanienterprises
0,High,2538.0,adanienterprises
1,Low,2482.5,adanienterprises
2,UC Limit,2748.1,adanienterprises
3,LC Limit,2248.5,adanienterprises
4,52 Week High,4190.0,adanienterprises
5,52 Week Low,1017.45,adanienterprises
0,TTM EPS See historical trend,23.49  (+174.78% YoY),adanienterprises
1,TTM PE See historical trend,105.94  (Low PE),adanienterprises
2,P/B See historical trend,12.75 (High P/B),adanienterprises
3,Face Value,1.00,adanienterprises
0,Mkt Cap (Rs. Cr.),283701,adanienterprises
1,Dividend Yield,0.05,adanienterprises
2,20D Avg Volume,2058528,adanienterprises
3,20D Avg Delivery(%),--,adanienterprises
4,Sector PE,91.40,adanienterprises
5,Book Value Per Share,195.27,adanienterprises
0,Open,- -,adanienterprises
1,Previous Close,- -,adanienterprises
2,Volume,- -,adanienterprises
3,Value(lacs),- -,adanienterprises
0,High,- -,adanienterprises
1,Low,- -,adanienterprises
2,ATP,- -,adanienterprises
3,Spot,- -,adanienterprises
0,Open,827.4,adaniportsspecialeconomiczone
1,Previous Close,819.5,adaniportsspecialeconomiczone
2,Volume,3281387.0,adaniportsspecialeconomiczone
3,Value (Lacs),26738.38,adaniportsspecialeconomiczone
4,i  VWAP,819.05,adaniportsspecialeconomiczone
5,Beta,,adaniportsspecialeconomiczone
0,High,827.4,adaniportsspecialeconomiczone
1,Low,812.35,adaniportsspecialeconomiczone
2,UC Limit,901.45,adaniportsspecialeconomiczone
3,LC Limit,737.55,adaniportsspecialeconomiczone
4,52 Week High,916.0,adaniportsspecialeconomiczone
5,52 Week Low,395.1,adaniportsspecialeconomiczone
0,TTM EPS See historical trend,29.01  (+35.56% YoY),adaniportsspecialeconomiczone
1,TTM PE See historical trend,28.09  (Low PE),adaniportsspecialeconomiczone
2,P/B See historical trend,3.88 (Average P/B),adaniportsspecialeconomiczone
3,Face Value,2.00,adaniportsspecialeconomiczone
0,Mkt Cap (Rs. Cr.),176019,adaniportsspecialeconomiczone
1,Dividend Yield,0.61,adaniportsspecialeconomiczone
2,20D Avg Volume,4928341,adaniportsspecialeconomiczone
3,20D Avg Delivery(%),--,adaniportsspecialeconomiczone
4,Sector PE,75.32,adaniportsspecialeconomiczone
5,Book Value Per Share,210.25,adaniportsspecialeconomiczone
0,Open,- -,adaniportsspecialeconomiczone
1,Previous Close,- -,adaniportsspecialeconomiczone
2,Volume,- -,adaniportsspecialeconomiczone
3,Value(lacs),- -,adaniportsspecialeconomiczone
0,High,- -,adaniportsspecialeconomiczone
1,Low,- -,adaniportsspecialeconomiczone
2,ATP,- -,adaniportsspecialeconomiczone
3,Spot,- -,adaniportsspecialeconomiczone
0,Open,178.55,adityabirlacapital
1,Previous Close,177.6,adityabirlacapital
2,Volume,1731645.0,adityabirlacapital
3,Value (Lacs),3095.32,adityabirlacapital
4,i  VWAP,179.26,adityabirlacapital
5,Beta,,adityabirlacapital
0,High,180.45,adityabirlacapital
1,Low,178.15,adityabirlacapital
2,UC Limit,195.35,adityabirlacapital
3,LC Limit,159.85,adityabirlacapital
4,52 Week High,199.3,adityabirlacapital
5,52 Week Low,108.1,adityabirlacapital
0,TTM EPS See historical trend,19.30  (+154.42% YoY),adityabirlacapital
1,TTM PE See historical trend,9.26  (Low PE),adityabirlacapital
2,P/B See historical trend,2.27 (Average P/B),adityabirlacapital
3,Face Value,10.00,adityabirlacapital
0,Mkt Cap (Rs. Cr.),46454,adityabirlacapital
1,Dividend Yield,0.00,adityabirlacapital
2,20D Avg Volume,3417284,adityabirlacapital
3,20D Avg Delivery(%),--,adityabirlacapital
4,Sector PE,29.57,adityabirlacapital
5,Book Value Per Share,78.85,adityabirlacapital
0,Open,- -,adityabirlacapital
1,Previous Close,- -,adityabirlacapital
2,Volume,- -,adityabirlacapital
3,Value(lacs),- -,adityabirlacapital
0,High,- -,adityabirlacapital
1,Low,- -,adityabirlacapital
2,ATP,- -,adityabirlacapital
3,Spot,- -,adityabirlacapital
0,Open,219.25,adityabirlafashionretail
1,Previous Close,219.8,adityabirlafashionretail
2,Volume,3048051.0,adityabirlafashionretail
3,Value (Lacs),6769.72,adityabirlafashionretail
4,i  VWAP,223.3,adityabirlafashionretail
5,Beta,,adityabirlafashionretail
0,High,225.0,adityabirlafashionretail
1,Low,219.25,adityabirlafashionretail
2,UC Limit,241.75,adityabirlafashionretail
3,LC Limit,197.85,adityabirlafashionretail
4,52 Week High,359.5,adityabirlafashionretail
5,52 Week Low,184.4,adityabirlafashionretail
0,TTM EPS See historical trend,-2.90,adityabirlafashionretail
1,TTM PE See historical trend,--  (Low PE),adityabirlafashionretail
2,P/B See historical trend,6.31 (Low P/B),adityabirlafashionretail
3,Face Value,10.00,adityabirlafashionretail
0,Mkt Cap (Rs. Cr.),21081,adityabirlafashionretail
1,Dividend Yield,0.00,adityabirlafashionretail
2,20D Avg Volume,2178804,adityabirlafashionretail
3,20D Avg Delivery(%),--,adityabirlafashionretail
4,Sector PE,102.74,adityabirlafashionretail
5,Book Value Per Share,35.23,adityabirlafashionretail
0,Open,- -,adityabirlafashionretail
1,Previous Close,- -,adityabirlafashionretail
2,Volume,- -,adityabirlafashionretail
3,Value(lacs),- -,adityabirlafashionretail
0,High,- -,adityabirlafashionretail
1,Low,- -,adityabirlafashionretail
2,ATP,- -,adityabirlafashionretail
3,Spot,- -,adityabirlafashionretail
0,Open,3585.75,alkemlaboratories
1,Previous Close,3585.75,alkemlaboratories
2,Volume,147842.0,alkemlaboratories
3,Value (Lacs),5233.24,alkemlaboratories
4,i  VWAP,3580.12,alkemlaboratories
5,Beta,,alkemlaboratories
0,High,3617.75,alkemlaboratories
1,Low,3531.25,alkemlaboratories
2,UC Limit,3944.3,alkemlaboratories
3,LC Limit,3227.2,alkemlaboratories
4,52 Week High,4243.0,alkemlaboratories
5,52 Week Low,2940.05,alkemlaboratories
0,TTM EPS See historical trend,95.62  (-12.41% YoY),alkemlaboratories
1,TTM PE See historical trend,37.02  (High PE),alkemlaboratories
2,P/B See historical trend,4.68 (Average P/B),alkemlaboratories
3,Face Value,2.00,alkemlaboratories
0,Mkt Cap (Rs. Cr.),42323,alkemlaboratories
1,Dividend Yield,1.41,alkemlaboratories
2,20D Avg Volume,148458,alkemlaboratories
3,20D Avg Delivery(%),--,alkemlaboratories
4,Sector PE,43.70,alkemlaboratories
5,Book Value Per Share,756.52,alkemlaboratories
0,Open,- -,alkemlaboratories
1,Previous Close,- -,alkemlaboratories
2,Volume,- -,alkemlaboratories
3,Value(lacs),- -,alkemlaboratories
0,High,- -,alkemlaboratories
1,Low,- -,alkemlaboratories
2,ATP,- -,alkemlaboratories
3,Spot,- -,alkemlaboratories
0,Open,438.9,ambujacements
1,Previous Close,437.2,ambujacements
2,Volume,3228077.0,ambujacements
3,Value (Lacs),14368.17,ambujacements
4,i  VWAP,443.93,ambujacements
5,Beta,,ambujacements
0,High,447.0,ambujacements
1,Low,438.0,ambujacements
2,UC Limit,480.9,ambujacements
3,LC Limit,393.5,ambujacements
4,52 Week High,598.0,ambujacements
5,52 Week Low,315.3,ambujacements
0,TTM EPS See historical trend,10.47  (-12.18% YoY),ambujacements
1,TTM PE See historical trend,42.51  (Average PE),ambujacements
2,P/B See historical trend,3.32 (High P/B),ambujacements
3,Face Value,2.00,ambujacements
0,Mkt Cap (Rs. Cr.),88381,ambujacements
1,Dividend Yield,0.56,ambujacements
2,20D Avg Volume,3225770,ambujacements
3,20D Avg Delivery(%),--,ambujacements
4,Sector PE,46.92,ambujacements
5,Book Value Per Share,134.46,ambujacements
0,Open,- -,ambujacements
1,Previous Close,- -,ambujacements
2,Volume,- -,ambujacements
3,Value(lacs),- -,ambujacements
0,High,- -,ambujacements
1,Low,- -,ambujacements
2,ATP,- -,ambujacements
3,Spot,- -,ambujacements
0,Open,5072.95,apollohospitalsenterprises
1,Previous Close,5066.7,apollohospitalsenterprises
2,Volume,336099.0,apollohospitalsenterprises
3,Value (Lacs),17117.02,apollohospitalsenterprises
4,i  VWAP,5114.96,apollohospitalsenterprises
5,Beta,,apollohospitalsenterprises
0,High,5140.0,apollohospitalsenterprises
1,Low,5065.0,apollohospitalsenterprises
2,UC Limit,5573.35,apollohospitalsenterprises
3,LC Limit,4560.05,apollohospitalsenterprises
4,52 Week High,5364.0,apollohospitalsenterprises
5,52 Week Low,4123.0,apollohospitalsenterprises
0,TTM EPS See historical trend,46.50  (-24.32% YoY),apollohospitalsenterprises
1,TTM PE See historical trend,109.52  (Average PE),apollohospitalsenterprises
2,P/B See historical trend,11.82 (High P/B),apollohospitalsenterprises
3,Face Value,5.00,apollohospitalsenterprises
0,Mkt Cap (Rs. Cr.),73227,apollohospitalsenterprises
1,Dividend Yield,0.29,apollohospitalsenterprises
2,20D Avg Volume,388902,apollohospitalsenterprises
3,20D Avg Delivery(%),--,apollohospitalsenterprises
4,Sector PE,70.14,apollohospitalsenterprises
5,Book Value Per Share,431.02,apollohospitalsenterprises
0,Open,- -,apollohospitalsenterprises
1,Previous Close,- -,apollohospitalsenterprises
2,Volume,- -,apollohospitalsenterprises
3,Value(lacs),- -,apollohospitalsenterprises
0,High,- -,apollohospitalsenterprises
1,Low,- -,apollohospitalsenterprises
2,ATP,- -,apollohospitalsenterprises
3,Spot,- -,apollohospitalsenterprises
0,Open,378.0,apollotyres
1,Previous Close,375.2,apollotyres
2,Volume,2343892.0,apollotyres
3,Value (Lacs),8861.08,apollotyres
4,i  VWAP,377.08,apollotyres
5,Beta,,apollotyres
0,High,380.3,apollotyres
1,Low,372.9,apollotyres
2,UC Limit,412.7,apollotyres
3,LC Limit,337.7,apollotyres
4,52 Week High,440.9,apollotyres
5,52 Week Low,263.5,apollotyres
0,TTM EPS See historical trend,20.64  (+86.87% YoY),apollotyres
1,TTM PE See historical trend,18.32  (Average PE),apollotyres
2,P/B See historical trend,1.87 (High P/B),apollotyres
3,Face Value,1.00,apollotyres
0,Mkt Cap (Rs. Cr.),24010,apollotyres
1,Dividend Yield,1.19,apollotyres
2,20D Avg Volume,2349515,apollotyres
3,20D Avg Delivery(%),--,apollotyres
4,Sector PE,45.71,apollotyres
5,Book Value Per Share,202.77,apollotyres
0,Open,- -,apollotyres
1,Previous Close,- -,apollotyres
2,Volume,- -,apollotyres
3,Value(lacs),- -,apollotyres
0,High,- -,apollotyres
1,Low,- -,apollotyres
2,ATP,- -,apollotyres
3,Spot,- -,apollotyres
0,Open,174.9,ashokleyland
1,Previous Close,173.6,ashokleyland
2,Volume,8498617.0,ashokleyland
3,Value (Lacs),14987.31,ashokleyland
4,i  VWAP,176.02,ashokleyland
5,Beta,,ashokleyland
0,High,176.8,ashokleyland
1,Low,173.1,ashokleyland
2,UC Limit,190.95,ashokleyland
3,LC Limit,156.25,ashokleyland
4,52 Week High,191.5,ashokleyland
5,52 Week Low,133.1,ashokleyland
0,TTM EPS See historical trend,"6.06  (+10,769.01% YoY)",ashokleyland
1,TTM PE See historical trend,29.10  (Average PE),ashokleyland
2,P/B See historical trend,6.09 (High P/B),ashokleyland
3,Face Value,1.00,ashokleyland
0,Mkt Cap (Rs. Cr.),51779,ashokleyland
1,Dividend Yield,1.47,ashokleyland
2,20D Avg Volume,9508122,ashokleyland
3,20D Avg Delivery(%),--,ashokleyland
4,Sector PE,53.32,ashokleyland
5,Book Value Per Share,28.99,ashokleyland
0,Open,- -,ashokleyland
1,Previous Close,- -,ashokleyland
2,Volume,- -,ashokleyland
3,Value(lacs),- -,ashokleyland
0,High,- -,ashokleyland
1,Low,- -,ashokleyland
2,ATP,- -,ashokleyland
3,Spot,- -,ashokleyland
0,Open,3169.0,asianpaints
1,Previous Close,3151.5,asianpaints
2,Volume,1025317.0,asianpaints
3,Value (Lacs),32440.0,asianpaints
4,i  VWAP,3167.67,asianpaints
5,Beta,,asianpaints
0,High,3185.0,asianpaints
1,Low,3152.05,asianpaints
2,UC Limit,3466.65,asianpaints
3,LC Limit,2836.35,asianpaints
4,52 Week High,3568.0,asianpaints
5,52 Week Low,2685.85,asianpaints
0,TTM EPS See historical trend,48.37  (+33.36% YoY),asianpaints
1,TTM PE See historical trend,65.41  (Low PE),asianpaints
2,P/B See historical trend,18.98 (Average P/B),asianpaints
3,Face Value,1.00,asianpaints
0,Mkt Cap (Rs. Cr.),303481,asianpaints
1,Dividend Yield,0.81,asianpaints
2,20D Avg Volume,984359,asianpaints
3,20D Avg Delivery(%),--,asianpaints
4,Sector PE,69.82,asianpaints
5,Book Value Per Share,166.73,asianpaints
0,Open,- -,asianpaints
1,Previous Close,- -,asianpaints
2,Volume,- -,asianpaints
3,Value(lacs),- -,asianpaints
0,High,- -,asianpaints
1,Low,- -,asianpaints
2,ATP,- -,asianpaints
3,Spot,- -,asianpaints
0,Open,1919.95,astrallimited
1,Previous Close,1911.55,astrallimited
2,Volume,493856.0,astrallimited
3,Value (Lacs),9554.63,astrallimited
4,i  VWAP,1932.23,astrallimited
5,Beta,,astrallimited
0,High,1948.2,astrallimited
1,Low,1912.05,astrallimited
2,UC Limit,2102.7,astrallimited
3,LC Limit,1720.4,astrallimited
4,52 Week High,2058.0,astrallimited
5,52 Week Low,1297.8,astrallimited
0,TTM EPS See historical trend,18.20  (-26.66% YoY),astrallimited
1,TTM PE See historical trend,106.30  (High PE),astrallimited
2,P/B See historical trend,21.43 (High P/B),astrallimited
3,Face Value,1.00,astrallimited
0,Mkt Cap (Rs. Cr.),51970,astrallimited
1,Dividend Yield,0.18,astrallimited
2,20D Avg Volume,395260,astrallimited
3,20D Avg Delivery(%),--,astrallimited
4,Sector PE,78.39,astrallimited
5,Book Value Per Share,90.32,astrallimited
0,Open,- -,astrallimited
1,Previous Close,- -,astrallimited
2,Volume,- -,astrallimited
3,Value(lacs),- -,astrallimited
0,High,- -,astrallimited
1,Low,- -,astrallimited
2,ATP,- -,astrallimited
3,Spot,- -,astrallimited
0,Open,6917.4,atul
1,Previous Close,6881.15,atul
2,Volume,28468.0,atul
3,Value (Lacs),1963.92,atul
4,i  VWAP,6959.45,atul
5,Beta,,atul
0,High,7049.55,atul
1,Low,6880.05,atul
2,UC Limit,7569.25,atul
3,LC Limit,6193.05,atul
4,52 Week High,8947.85,atul
5,52 Week Low,6466.75,atul
0,TTM EPS See historical trend,153.46  (-24.88% YoY),atul
1,TTM PE See historical trend,44.95  (High PE),atul
2,P/B See historical trend,4.36 (Low P/B),atul
3,Face Value,10.00,atul
0,Mkt Cap (Rs. Cr.),20361,atul
1,Dividend Yield,0.47,atul
2,20D Avg Volume,28684,atul
3,20D Avg Delivery(%),--,atul
4,Sector PE,40.16,atul
5,Book Value Per Share,1582.78,atul
0,Open,- -,atul
1,Previous Close,- -,atul
2,Volume,- -,atul
3,Value(lacs),- -,atul
0,High,- -,atul
1,Low,- -,atul
2,ATP,- -,atul
3,Spot,- -,atul
0,Open,903.75,aurobindopharma
1,Previous Close,900.95,aurobindopharma
2,Volume,1514502.0,aurobindopharma
3,Value (Lacs),13629.0,aurobindopharma
4,i  VWAP,902.67,aurobindopharma
5,Beta,,aurobindopharma
0,High,909.2,aurobindopharma
1,Low,895.1,aurobindopharma
2,UC Limit,991.0,aurobindopharma
3,LC Limit,810.85,aurobindopharma
4,52 Week High,930.0,aurobindopharma
5,52 Week Low,397.2,aurobindopharma
0,TTM EPS See historical trend,33.75  (-17.56% YoY),aurobindopharma
1,TTM PE See historical trend,26.66  (High PE),aurobindopharma
2,P/B See historical trend,1.97 (Average P/B),aurobindopharma
3,Face Value,1.00,aurobindopharma
0,Mkt Cap (Rs. Cr.),52729,aurobindopharma
1,Dividend Yield,0.33,aurobindopharma
2,20D Avg Volume,2200674,aurobindopharma
3,20D Avg Delivery(%),--,aurobindopharma
4,Sector PE,43.70,aurobindopharma
5,Book Value Per Share,458.07,aurobindopharma
0,Open,- -,aurobindopharma
1,Previous Close,- -,aurobindopharma
2,Volume,- -,aurobindopharma
3,Value(lacs),- -,aurobindopharma
0,High,- -,aurobindopharma
1,Low,- -,aurobindopharma
2,ATP,- -,aurobindopharma
3,Spot,- -,aurobindopharma
0,Open,1019.0,axisbank
1,Previous Close,1012.25,axisbank
2,Volume,7396783.0,axisbank
3,Value (Lacs),75380.62,axisbank
4,i  VWAP,1018.03,axisbank
5,Beta,,axisbank
0,High,1025.65,axisbank
1,Low,1012.0,axisbank
2,UC Limit,1113.45,axisbank
3,LC Limit,911.05,axisbank
4,52 Week High,1047.5,axisbank
5,52 Week Low,745.0,axisbank
0,TTM EPS See historical trend,40.65  (-22.66% YoY),axisbank
1,TTM PE See historical trend,25.07  (Average PE),axisbank
2,P/B See historical trend,2.42 (Average P/B),axisbank
3,Face Value,2.00,axisbank
0,Mkt Cap (Rs. Cr.),314084,axisbank
1,Dividend Yield,0.10,axisbank
2,20D Avg Volume,9222474,axisbank
3,20D Avg Delivery(%),--,axisbank
4,Sector PE,23.71,axisbank
5,Book Value Per Share,421.12,axisbank
0,Open,- -,axisbank
1,Previous Close,- -,axisbank
2,Volume,- -,axisbank
3,Value(lacs),- -,axisbank
0,High,- -,axisbank
1,Low,- -,axisbank
2,ATP,- -,axisbank
3,Spot,- -,axisbank
0,Open,5055.0,bajajauto
1,Previous Close,5037.5,bajajauto
2,Volume,575680.0,bajajauto
3,Value (Lacs),29154.74,bajajauto
4,i  VWAP,5062.38,bajajauto
5,Beta,,bajajauto
0,High,5095.0,bajajauto
1,Low,5050.0,bajajauto
2,UC Limit,5541.25,bajajauto
3,LC Limit,4533.75,bajajauto
4,52 Week High,5274.9,bajajauto
5,52 Week Low,3515.85,bajajauto
0,TTM EPS See historical trend,231.17  (+8.61% YoY),bajajauto
1,TTM PE See historical trend,21.91  (Average PE),bajajauto
2,P/B See historical trend,4.89 (High P/B),bajajauto
3,Face Value,10.00,bajajauto
0,Mkt Cap (Rs. Cr.),143301,bajajauto
1,Dividend Yield,2.76,bajajauto
2,20D Avg Volume,472837,bajajauto
3,20D Avg Delivery(%),--,bajajauto
4,Sector PE,27.64,bajajauto
5,Book Value Per Share,1037.67,bajajauto
0,Open,- -,bajajauto
1,Previous Close,- -,bajajauto
2,Volume,- -,bajajauto
3,Value(lacs),- -,bajajauto
0,High,- -,bajajauto
1,Low,- -,bajajauto
2,ATP,- -,bajajauto
3,Spot,- -,bajajauto
0,Open,8139.8,bajajfinance
1,Previous Close,8083.6,bajajfinance
2,Volume,712372.0,bajajfinance
3,Value (Lacs),57716.02,bajajfinance
4,i  VWAP,8131.79,bajajfinance
5,Beta,,bajajfinance
0,High,8173.0,bajajfinance
1,Low,8095.45,bajajfinance
2,UC Limit,8891.95,bajajfinance
3,LC Limit,7275.25,bajajfinance
4,52 Week High,8192.0,bajajfinance
5,52 Week Low,5485.7,bajajfinance
0,TTM EPS See historical trend,203.80  (+42.69% YoY),bajajfinance
1,TTM PE See historical trend,39.75  (Low PE),bajajfinance
2,P/B See historical trend,9.03 (Average P/B),bajajfinance
3,Face Value,2.00,bajajfinance
0,Mkt Cap (Rs. Cr.),490912,bajajfinance
1,Dividend Yield,0.37,bajajfinance
2,20D Avg Volume,930187,bajajfinance
3,20D Avg Delivery(%),--,bajajfinance
4,Sector PE,29.57,bajajfinance
5,Book Value Per Share,897.35,bajajfinance
0,Open,- -,bajajfinance
1,Previous Close,- -,bajajfinance
2,Volume,- -,bajajfinance
3,Value(lacs),- -,bajajfinance
0,High,- -,bajajfinance
1,Low,- -,bajajfinance
2,ATP,- -,bajajfinance
3,Spot,- -,bajajfinance
0,Open,1641.4,bajajfinserv
1,Previous Close,1633.1,bajajfinserv
2,Volume,952433.0,bajajfinserv
3,Value (Lacs),15587.04,bajajfinserv
4,i  VWAP,1641.66,bajajfinserv
5,Beta,,bajajfinserv
0,High,1650.95,bajajfinserv
1,Low,1633.5,bajajfinserv
2,UC Limit,1796.4,bajajfinserv
3,LC Limit,1469.8,bajajfinserv
4,52 Week High,1817.9,bajajfinserv
5,52 Week Low,1215.0,bajajfinserv
0,TTM EPS See historical trend,44.26  (+40.06% YoY),bajajfinserv
1,TTM PE See historical trend,36.98  (Low PE),bajajfinserv
2,P/B See historical trend,6.48 (High P/B),bajajfinserv
3,Face Value,1.00,bajajfinserv
0,Mkt Cap (Rs. Cr.),260672,bajajfinserv
1,Dividend Yield,0.05,bajajfinserv
2,20D Avg Volume,1791618,bajajfinserv
3,20D Avg Delivery(%),--,bajajfinserv
4,Sector PE,29.57,bajajfinserv
5,Book Value Per Share,252.68,bajajfinserv
0,Open,- -,bajajfinserv
1,Previous Close,- -,bajajfinserv
2,Volume,- -,bajajfinserv
3,Value(lacs),- -,bajajfinserv
0,High,- -,bajajfinserv
1,Low,- -,bajajfinserv
2,ATP,- -,bajajfinserv
3,Spot,- -,bajajfinserv
0,Open,2574.8,balkrishnaindustries
1,Previous Close,2566.65,balkrishnaindustries
2,Volume,274965.0,balkrishnaindustries
3,Value (Lacs),7111.42,balkrishnaindustries
4,i  VWAP,2587.71,balkrishnaindustries
5,Beta,,balkrishnaindustries
0,High,2604.0,balkrishnaindustries
1,Low,2567.0,balkrishnaindustries
2,UC Limit,2823.3,balkrishnaindustries
3,LC Limit,2310.0,balkrishnaindustries
4,52 Week High,2610.0,balkrishnaindustries
5,52 Week Low,1796.3,balkrishnaindustries
0,TTM EPS See historical trend,55.99  (-23.34% YoY),balkrishnaindustries
1,TTM PE See historical trend,46.19  (High PE),balkrishnaindustries
2,P/B See historical trend,6.62 (High P/B),balkrishnaindustries
3,Face Value,2.00,balkrishnaindustries
0,Mkt Cap (Rs. Cr.),49998,balkrishnaindustries
1,Dividend Yield,0.62,balkrishnaindustries
2,20D Avg Volume,235073,balkrishnaindustries
3,20D Avg Delivery(%),--,balkrishnaindustries
4,Sector PE,45.71,balkrishnaindustries
5,Book Value Per Share,390.91,balkrishnaindustries
0,Open,- -,balkrishnaindustries
1,Previous Close,- -,balkrishnaindustries
