date,heading,text,SourceTag,Text NER,Heading NER
"December 25, 2023 11:04 AM IST",Banking Central | What’s the best New Year gift banks can give us in 2024?,Banks must stop pressuring junior executives to engage in relentless cold calling to sell loans that customers do not need or peddle complex investment products that clients do not fully understand,buss_news1,[],"['New Year', '2024']"
"December 25, 2023 09:00 AM IST","Union Budget@10: A decade of renewable energy surge, but transmission and manufacturing lag","The last ten years have seen progress in capacity addition, consumer rights, and reduction in losses, but manufacturing facilities for renewable energy and transmission infrastructure are way behind targets.",buss_news1,['The last ten years'],['A decade']
"December 25, 2023 08:29 AM IST",At least 60 are killed in central Gaza in one of the war's deadliest strikes,"After 15 troops were killed in action over the weekend, Israel's leaders acknowledged the very high price after dozens of people died in one of the worst strikes of the conflict on Sunday in Gaza.",buss_news1,"['15', 'the weekend', 'Israel', 'dozens', 'one', 'Sunday', 'Gaza']","['At least 60', 'Gaza', 'one']"
"December 25, 2023 08:27 AM IST",Oilmax Energy plans to double capex in FY25 to ramp up production from its fields,"Oilmax’s listed entity Asian Energy Services Limited (AESL) is expected to report stronger performance in the coming months, similar to the quarter ending September 30, on account of increased activity in the seismic business, the Chief Financial Officer told Moneycontrol.",buss_news1,"['Asian Energy Services Limited', 'the coming months', 'the quarter ending September 30', 'Moneycontrol']",['Oilmax Energy']
"December 25, 2023 08:26 AM IST",Morning Scan: All the big stories to get you started for the day,A round-up of top newspaper stories to keep you ahead of others.,buss_news1,[],"['Morning', 'the day']"
"December 25, 2023 08:18 AM IST","Daily Voice | This fund manager sees no headwinds in 2024, except over expectation in earnings","Formalization of the economy and the manufacturing upcycle will help corporate earnings to be stronger for the next 5 years, says Madanagopal Ramu.",buss_news1,"['the next 5 years', 'Madanagopal Ramu']","['Daily Voice', '2024']"
"December 25, 2023 08:18 AM IST",Mutual Funds Year-end Special 2023: 5 things that impacted how you invested in 2023,"Year-ender 2023: From mid and small-cap funds burning the charts, to new mutual fund houses entering the industry, 2023 benefited the disciplined investor.",buss_news1,"['Year-ender 2023', '2023']","['Year-end Special 2023', '5', '2023']"
"December 25, 2023 07:49 AM IST",How India’s health insurance preferences have changed over the last three years,"From higher sum insured to nil waiting periods to OPD expenses, policyholders are looking beyond just hospitalisation benefits, and insurance companies are coming up with policies catering to their preferences.",buss_news1,['OPD'],"['India', 'the last three years']"
"December 25, 2023 09:28 AM IST","Azad Engineering IPO subscribed over 80 times: Check grey market premium, other details",Azad Engineering IPO | The grey market investors seem to be very bullish on the IPO.,buss_news1,"['Azad Engineering', 'IPO', 'IPO']","['Azad Engineering', 'IPO', '80']"
"December 25, 2023 07:00 AM IST","Year Ender 2023: From Go First collapse to urinegate, 10 things that defined aviation in India this year","The aviation sector, which will close the year with the highest ever domestic traffic, saw two mega orders amid several milestones.",buss_news1,"['the year', 'two']","['First', '10', 'India', 'this year']"
"December 25, 2023 07:00 AM IST",Tax-Saving FDs: These largest banks offer up to 7% interest rate,Tax-saving FDs are one of the least risky investment options in the crowded 80C benefit. They have a lock-in period of five years and premature withdrawals are not allowed. The interest in this investment is taxable,buss_news1,"['one', '80C', 'five years']",['7%']
"December 25, 2023 07:00 AM IST",Budget@10: Four ministers and 10 yrs later Indian Railways still running late and is unsafe,"However, orders for new electric freight locomotives and Vande Bharat trains and the commissioning of 66.27% and 57.3% of the planned eastern and western dedicated freight corridors, respectively, are positives",buss_news2,"['Vande Bharat', '66.27%', '57.3%']","['Four', '10', 'Indian Railways']"
"December 25, 2023 06:17 AM IST",These 3 stocks may deliver 24% as F&O expiry week begins tomorrow,"One should keep a note of FII’s long short ratio in index futures is around 66 percent (till Thursday). Once this ratio crosses the 70 percent mark, markets might start preparing for a temporary short-term top formation.",buss_news2,"['One', 'FII', 'around 66 percent', 'Thursday', '70 percent']","['3', '24%', 'F&O', 'week', 'tomorrow']"
"December 25, 2023 06:16 AM IST","Stock market holiday today: BSE, NSE to remain shut for Christmas","On Friday, Indian rupee ended 12 paise higher at 83.15 per dollar versus Thursday's close of 83.27.",buss_news2,"['Friday', 'Indian', '12', '83.15', 'Thursday', '83.27']","['today', 'BSE', 'NSE', 'Christmas']"
"December 25, 2023 05:46 AM IST",Moneycontrol Daily: Your Essential 7,A daily round-up of the most interesting articles to help jump-start the day.,buss_news2,"['daily', 'the day']",['Moneycontrol Daily']
"December 24, 2023 10:22 PM IST","Plane carrying 303 passengers, mostly Indians, allowed to leave after three days of grounding in France","Four French judges earlier in the day began questioning the 303 passengers detained by French authorities at Vatry airport, 150 km east of Paris, since Thursday over suspected ""human trafficking"".",buss_news2,"['Four', 'French', 'earlier in the day', '303', 'French', 'Vatry airport', '150 km', 'Paris', 'Thursday']","['303', 'Indians', 'three days', 'France']"
"December 24, 2023 09:47 PM IST",Chipmaker Nvidia raises $15 million for Israeli non-profits helping war-hit civilians,"Thousands of employees from more than 30 countries donated a total of $5 million, which the company matched and doubled to $10 million under a special program introduced to help those affected by the war, Nvidia said on Sunday.",buss_news2,"['Thousands', 'more than 30', '$5 million', 'doubled to $10 million', 'Nvidia', 'Sunday']","['Chipmaker Nvidia', '$15 million', 'Israeli']"
"December 24, 2023 09:39 PM IST",Maharashtra reports 50 new COVID-19 cases; nine of them JN.1 infections,"Of the fresh cases, nine were caused by JN.1, increasing the number of infections tied to the new sub-variant in the state to 10, it said.",buss_news2,"['nine', '10']","['50', 'COVID-19', 'nine']"
"December 24, 2023 08:40 PM IST","Visa, agri, GSP likely to figure in India-US trade policy forum meet in Jan",The previous Trump administration in the US revoked the Generalized System of Preferences (GSP) from India in 2019.,buss_news2,"['Trump', 'US', 'the Generalized System of Preferences', 'India', '2019']","['Visa', 'GSP', 'India', 'US', 'Jan']"
"December 24, 2023 08:17 PM IST","UP woman's Instagram ID hacked, obscene photos posted before her marriage","In the complaint, it was also mentioned that a message was posted on Instagram stating that the video can be seen by sending Rs 500 to a particular account.",buss_news2,['Instagram'],['Instagram ID']
"December 24, 2023 08:06 PM IST",Ex-West Indies captain Kieron Pollard to join England coaching staff for 2024 T20 World Cup,England will defend the title they won for the second time in Australia 13 months ago in a tournament expanded from 16 to 20 teams.,buss_news2,"['England', 'second', 'Australia', '13 months ago', '16 to 20']","['Ex-West Indies', 'Kieron Pollard', 'England', '2024', 'T20 World Cup']"
"December 24, 2023 07:13 PM IST","BJP slams INDIA bloc over DMK MP Maran's 'derogatory' remarks on workers from UP, Bihar","They insulted ""Bihar DNA"" earlier but the opposition parties remained silent, Hussain charged in an apparent reference to a comment of Congress leader and Telangana Chief Minister Revanth Reddy.",buss_news2,"['Hussain', 'Congress', 'Telangana', 'Revanth Reddy']","['BJP', 'INDIA', 'DMK', 'UP', 'Bihar']"
"December 24, 2023 07:00 PM IST",VHP urges Delhi L-G to declare public holiday on occasion of Ram temple consecration event,The event will be aired live on various TV channels and social media platforms.,buss_news2,[],"['VHP', 'Delhi L-G']"
"December 24, 2023 06:48 PM IST","French judges to decide on extending stay of 303 passengers, mostly Indians, of grounded flight","According to the French media, some of the passengers spoke Hindi and others Tamil and are believed to have contacted their families by telephone.",buss_news2,"['French', 'Hindi', 'Tamil']","['French', '303', 'Indians']"
"December 24, 2023 06:40 PM IST","Trading platforms for ELV certificates to promote circular economy, help cut emissions'","The trading of such these CoDs will help those who want to scrap their old vehicles but do not want to purchase a new vehicle in near future, Chitkara explained.",buss_news2,"['CoDs', 'Chitkara']",['ELV']
"December 24, 2023 06:38 PM IST",Shah Rukh Khan-starrer 'Dunki' earns over Rs 150 crore worldwide in three days,"The story of ""Dunki"", a comedy drama based on an illegal immigration technique 'donkey flight', is written by Hirani, Abhijaat Joshi and Kanika Dhillon.",buss_news2,"['Dunki', 'Hirani', 'Abhijaat Joshi', 'Kanika Dhillon']","['Shah Rukh Khan', 'Dunki', 'Rs 150', 'three days']"
"December 24, 2023 06:28 PM IST",J-K: Retired SSP shot dead by terrorists while offering 'azaan',The National Conference (NC) said violence can never be tolerated in any form.,buss_news2,['The National Conference (NC'],[]
"December 24, 2023 06:14 PM IST","India record maiden Test win over Australia, win by 8 wickets in one-off women's Test","While India scripted the biggest win for any team by margin of runs against England, their first-ever triumph over Australia in 11 Tests now has ensured more entries in the column of matches won’ compared to matches lost’",buss_news2,"['India', 'England', 'first', 'Australia', '11']","['India', 'Australia', '8', 'one']"
"December 24, 2023 06:07 PM IST",Moneycontrol Weekend Selects: Top stories this evening,A compilation of top weekend reads to keep you informed of the latest trending stories.,buss_news2,['weekend'],"['Moneycontrol Weekend Selects', 'this evening']"
"December 24, 2023 05:50 PM IST",'Fake' drugs row: Directorate of Vigilance asks health department to withdraw drugs that failed tests,"Drugs such as Amlodipine, Levetiracetam and Pantoprazole failed in both government as well as private labs. Cephalexin and Dexamethasone failed in private labs.",buss_news2,"['Amlodipine', 'Levetiracetam', 'Pantoprazole', 'Cephalexin', 'Dexamethasone']",[]
"December 25, 2023 07:49 AM IST",Primary market action | Six IPOs to hit Dalal Street with 14 listings scheduled this week,"Amongst the IPOs and listings, all eyes will be on the eight listings scheduled in the coming truncated week in the mainboard segment, though the action will be more in the SME segment.",buss_news2,"['eight', 'the coming truncated week', 'SME']","['Six', 'Dalal Street', '14', 'this week']"
"December 24, 2023 05:27 PM IST","As COVID-19 cases rise, WHO asks countries to strengthen surveillance","WHO has classified JN.1 as a variant of interest following its rapid global spread. In recent weeks, JN.1 was reported in multiple countries, and its prevalence has been rapidly increasing globally.",buss_news2,"['recent weeks', 'JN.1']","['COVID-19', 'WHO']"
"December 24, 2023 05:27 PM IST","PMO takes stock of relief, rehabilitation efforts in flood-hit Tamil Nadu","Intense rains and heavy inundation, unseen in the recent times, have hit parts of the southern state.",buss_news2,[],"['PMO', 'Tamil Nadu']"
"December 24, 2023 05:32 PM IST",Moneycontrol Selects: Top stories this evening,Our specially curated package of the most interesting articles to help you stay at the top of your game.,buss_news2,[],['this evening']
"December 24, 2023 05:18 PM IST","Nearly 75,000 sellers on Meesho hit double digit growth in sales",The company recorded transactions for 14 crore customers and claimed that nearly 80 per cent of the orders came from tier 2 and smaller markets.,buss_news2,"['14', 'nearly 80 per cent', '2']","['Nearly 75,000', 'Meesho']"
"December 24, 2023 04:59 PM IST","USFDA inspects Aurobindo Pharma's New Jersey-based facility, issues 10 observations","""The observations will be responded to within the stipulated time. The plant is yet to start commercial operations,"" Aurobindo Pharma said.",buss_news2,['Aurobindo Pharma'],"['USFDA', ""Aurobindo Pharma's"", 'New Jersey', '10']"
"December 24, 2023 09:58 PM IST",India finds no takers for rupee payment for crude oil imports,"While there has been some success with non-oil trade with a select few countries, rupee continues to be shunned by oil exporters.",buss_news3,[],['India']
"December 24, 2023 03:41 PM IST",Nearly 1 lakh people chant Bhagavad Gita verses in Kolkata's iconic Brigade Parade grounds,"Organisers said approximately 120,000 individuals had registered to participate in the programme.",buss_news3,"['approximately 120,000']","['Nearly 1', 'Bhagavad Gita', 'Kolkata']"
"December 24, 2023 03:18 PM IST",India's steel production grows 11 pc to 11.7 MT in Nov; global output at 145.5 MT: worldsteel,"India records an 11.4% surge in crude steel production, reaching 11.7 million tonnes in November, as reported by the World Steel Association (worldsteel).",buss_news3,"['India', '11.4%', '11.7 million tonnes', 'November', 'the World Steel Association']","['India', '11', '11.7', 'Nov', '145.5']"
"December 24, 2023 02:00 PM IST",MoSPI says 421 infra projects hit by cost overrun of Rs 4.40 lakh crore in Nov,"November sees 421 infrastructure projects, each with an investment of Rs 150 crore or more, facing cost overruns exceeding Rs 4.40 lakh crore, states official report.",buss_news3,"['November', '421', 'Rs 150', 'Rs 4.40']","['421', 'Rs 4.40']"
"December 24, 2023 03:32 PM IST","Main-board IPOs weather global headwinds, collect Rs 52,000-cr in 2023","Mainboard IPO capital in 2023 records a slight dip to Rs 52,000 crore amid global volatility; increased issuances suggest resilience. Bullish outlook prevails for 2024.",buss_news3,"['IPO', '2023', 'Rs 52,000', '2024']","['Rs 52,000-cr', '2023']"
"December 24, 2023 03:32 PM IST",AIK Pipes and Polymers sets IPO price at Rs 89 per share; issue opens Dec 26-28,AIK Pipes and Polymers sets IPO price at Rs 89 per share; public subscription to open from December 26-28.,buss_news3,"['IPO', 'Rs 89', 'December 26-28']","['IPO', 'Rs 89', '26']"
"December 24, 2023 01:27 PM IST",Automakers brace for moderate sales after record 2023; gear up for more EV launches in 2024,"Indian automobile industry, coming off record volumes in 2023, anticipates a slowdown in sales growth but gears up for a green shift with electric vehicles",buss_news3,"['Indian', '2023']","['2023', 'EV', '2024']"
"December 24, 2023 01:22 PM IST",FDI inflows likely to rise in 2024 as India remains 'preferred investment destination,"Foreign direct investments in India expected to surge in 2024, driven by robust macroeconomic indicators, improved industrial output, and attractive PLI schemes.",buss_news3,"['India', '2024']","['FDI', '2024', 'India']"
"December 24, 2023 03:42 PM IST",India's economic growth to boost demand for corporates: Fitch Ratings,"Fitch Ratings, a leading credit rating organisation, anticipates that India's sustained economic growth will enhance corporate demand.",buss_news3,"['Fitch Ratings', 'India']","['India', 'Fitch Ratings']"
"December 24, 2023 11:55 AM IST",Moneycontrol Selects: Top stories this morning,Our specially curated package of the most interesting articles to help you stay at the top of your game.,buss_news3,[],['this morning']
"December 24, 2023 11:18 AM IST","FPIs pour 57,300cr in equities in Dec on political stability, robust economic growth","Due to political stability, healthy economic growth, and a sustained decrease in US bond yields, foreign portfolio investors (FPIs) have poured nearly Rs 57,300 crore into Indian equities markets this month.",buss_news3,"['US', 'Rs 57,300', 'Indian', 'this month']",[]
"December 24, 2023 10:56 AM IST","Mcap of three of 10 most valued firms jump Rs 70,312.7 cr; Reliance biggest winner","Despite uncertain market conditions, the aggregate market worth of three of the top ten corporations increased by Rs 70,312.7 crore last week, with Reliance Industries emerging as the biggest gainer.",buss_news3,"['three', 'ten', 'last week', 'Reliance Industries']","['three', '10', 'Reliance']"
"December 24, 2023 10:08 AM IST",The Andheri fitness pro trying to escape middle-class trap | The Tenant,"In this episode, meet the tenant of a 700 sq ft 2BHK apartment who broke free from the middle-class cycle through entrepreneurship. Discover their dedication to fitness, love for their Andheri West home, and the challenges they've faced, including a significant entrepreneurial setback of nearly INR 1 crore. Learn about their future plans for family, meticulous food habits, and aspirations for homeownership amidst their biggest challenge: the absence of governance.",buss_news3,"['700 sq ft 2BHK', 'Andheri West']",['Andheri']
"December 24, 2023 06:09 PM IST","Ola Electric DRHP: Promoter's conflict of interest, mounting losses, soaring attrition among 7 things to watch out for","Ola Electric filed its Draft Red Herring Paper (DRHP) on December 22 and plans to raise Rs 7,250 crore via IPO.",buss_news3,"['Ola Electric', 'Draft Red Herring Paper', 'December 22', 'Rs 7,250', 'IPO']","['Ola Electric', '7']"
"December 24, 2023 08:28 PM IST","Daily Voice | In emerging sectors, primary strategy is to invest in ancillary companies, says Arvind Kothari of Niveshaay","Favourable government policies, higher government capital expenditure, Indigenisation, Import Substitution and China Plus One Trend continues to be at play in sectors like Capital Goods, Defence, Electronics and Textiles in particular, says Arvind Kothari.",buss_news3,"['Indigenisation, Import Substitution', 'Capital Goods,', 'Arvind Kothari']","['Daily Voice', 'Arvind Kothari of']"
"December 24, 2023 07:43 AM IST",Nigerian central bank lifts ban on crypto trading,"Nigeria's central bank has lifted the ban on cryptocurrency transactions, citing a global need for regulation in its latest circular.",buss_news3,['Nigeria'],['Nigerian']
"December 24, 2023 11:01 PM IST",COVID-19 in India Highlights: Maharashtra reports nine confirmed cases linked to JN.1 subvariant,"COVID-19 in India LIVE: The JN.1 patients include five from Thane city, two from Pune city, and one each from a rural pocket of Pune district, Akola city and Sindhudurg district.",buss_news3,"['India', 'five', 'Thane', 'two', 'Pune city', 'Pune district', 'Akola', 'Sindhudurg']","['India', 'nine']"
"December 24, 2023 07:25 AM IST",India’s inclusion in global bond index unlikely to significantly impact benchmark yields in 2024,"Poonam Tandon of IndiaFirst expects the 10-year G-Sec yield to remain stable and range-bound between 7.20 percent and 7.30 percent in 2024, mainly due to the fact that demand for bonds will be limited to the Pensions and Insurance sector.",buss_news3,"['Poonam', 'IndiaFirst', '10-year', 'G-Sec', 'between 7.20 percent and 7.30 percent', '2024', 'the Pensions and Insurance']","['India', '2024']"
"December 25, 2023 02:40 PM IST","Dalal Street Week Ahead: Red Sea crisis, oil prices, COVID-19 cases among factors to watch",Experts expect the market to remain rangebound in the last week of the year 2023.,buss_news3,['the last week of the year 2023'],"['Dalal Street Week Ahead:', 'Red Sea', 'COVID-19']"
"December 23, 2023 11:35 PM IST","Telangana CM announces Rs 5 lakh accident insurance policy for gig workers, cab, auto drivers","The chief minister advised the cab and auto-rickshaw drivers and food delivery executives to submit their applications either online or physically in the Grama Sabhas to be organised from December 28 to January 6, the release said.",buss_news3,"['the Grama Sabhas', 'December 28 to January 6']","['Telangana CM', 'Rs 5']"
"December 23, 2023 10:44 PM IST","Parties stage protests, demand fair probe into death of 3 civilians in Poonch",The former chief minister demanded that the Jammu and Kashmir administration sanction a compensation of Rs 50 lakh each for the families of the three deceased.,buss_news3,"['Jammu', 'Kashmir', 'Rs 50', 'three']","['3', 'Poonch']"
"December 23, 2023 11:13 PM IST","Charting the global economy: Festive cheer for Fed as US inflation softens, BOJ sticks with negative rates",World’s five largest container liners — with 65% of global capacity — have suspended transits through the Red Sea. This means higher shipping costs and longer delivery timelines. How will this affect inflation in Europe?,buss_news3,"['World', 'five', '65%', 'the Red Sea', 'Europe']","['Fed', 'US', 'BOJ']"
"December 23, 2023 10:26 PM IST","Jarange announces indefinite strike in Mumbai from Jan 20; CM urges restraint, cites petition in SC",The quota activist said he will leave his village in Antarwali in Jalna district on foot and reach Mumbai during which members from the community will also join him.,buss_news3,"['Antarwali', 'Jalna', 'Mumbai']","['Mumbai', 'Jan 20', 'CM', 'SC']"
"December 23, 2023 09:44 PM IST",Bengal Guv removes JU officiating VC on disciplinary grounds,"Bose has also constituted an enquiry committee to probe several complaints received against the interim VC, he added.",buss_news3,['VC'],"['Bengal Guv', 'JU', 'VC']"
"December 23, 2023 09:40 PM IST",Just because I am close to MP does not mean I am a dummy candidate: Sanjay Singh,"A BJP Lok Sabha MP from Uttar Pradesh’s Kaiserganj, Brij Bhushan stepped down as WFI president after being accused of exploitation by top female wrestlers in the country.",buss_news3,"['BJP', 'Lok Sabha', 'Uttar Pradesh’s Kaiserganj', 'Brij Bhushan', 'WFI']",['Sanjay Singh']
"December 24, 2023 01:22 PM IST",FDI inflows likely to rise in 2024 as India remains 'preferred investment destination,"Foreign direct investments in India expected to surge in 2024, driven by robust macroeconomic indicators, improved industrial output, and attractive PLI schemes.",economy_news1,"['India', '2024']","['FDI', '2024', 'India']"
"December 24, 2023 11:18 AM IST","FPIs pour 57,300cr in equities in Dec on political stability, robust economic growth","Due to political stability, healthy economic growth, and a sustained decrease in US bond yields, foreign portfolio investors (FPIs) have poured nearly Rs 57,300 crore into Indian equities markets this month.",economy_news1,"['US', 'Rs 57,300', 'Indian', 'this month']",[]
"December 24, 2023 07:25 AM IST",India’s inclusion in global bond index unlikely to significantly impact benchmark yields in 2024,"Poonam Tandon of IndiaFirst expects the 10-year G-Sec yield to remain stable and range-bound between 7.20 percent and 7.30 percent in 2024, mainly due to the fact that demand for bonds will be limited to the Pensions and Insurance sector.",economy_news1,"['Poonam', 'IndiaFirst', '10-year', 'G-Sec', 'between 7.20 percent and 7.30 percent', '2024', 'the Pensions and Insurance']","['India', '2024']"
"December 23, 2023 11:13 PM IST","Charting the global economy: Festive cheer for Fed as US inflation softens, BOJ sticks with negative rates",World’s five largest container liners — with 65% of global capacity — have suspended transits through the Red Sea. This means higher shipping costs and longer delivery timelines. How will this affect inflation in Europe?,economy_news1,"['World', 'five', '65%', 'the Red Sea', 'Europe']","['Fed', 'US', 'BOJ']"
"December 23, 2023 08:53 AM IST",Oil eases ahead of Christmas break on possible future Angola output increase,"Oil prices dipped on Friday before the long Christmas holiday weekend amid expectations of increased output from Angola, which recently exited OPEC. However, prices rose for the week due to positive U.S. economic news and concerns over potential ship attacks by Houthi rebels impacting supply costs.",economy_news1,"['Friday', 'the long Christmas holiday weekend', 'Angola', 'OPEC', 'the week', 'U.S.', 'Houthi']",['Christmas']
"December 23, 2023 08:19 AM IST",Moneycontrol Pro Weekender: A Modern Christmas Carol,"Jay Powell meets the ghosts of markets past,  present and future",economy_news1,['Jay Powell'],['Moneycontrol Pro Weekender']
"December 23, 2023 08:08 AM IST",US inflation decelerating in boost to economy,"In November, U.S. prices dropped for the first time in over 3.5 years, reducing the annual inflation rate below 3%, increasing expectations of a Federal Reserve interest rate cut in March.",economy_news1,"['November', 'U.S.', 'first', 'over 3.5 years', '3%', 'Federal Reserve', 'March']",['US']
"December 22, 2023 09:33 PM IST",US stocks trade higher on cooler inflation data,"Around 15 minutes into trading, the Dow Jones Industrial Average was up 0.2 percent at 37,475.67.",economy_news1,"['Around 15 minutes', '0.2 percent', '37,475.67']",['US']
"December 22, 2023 09:12 PM IST","Weekly Numerics | Suspension spree in the Parliament, Indian students’ spending abroad soars, and the rise in credit demand","With the 2024 Budget session left, the 17th Lok Sabha has already seen the most number of suspensions in India’s legislative history. Meanwhile, expenditure of Indian students going abroad is on the rise and is expected cross USD 70 billion annually by 2025, according to estimates.",economy_news1,"['2024', 'Budget', 'Lok Sabha', 'India', 'Indian', 'USD 70 billion', 'annually', '2025']","['Suspension', 'Parliament', 'Indian']"
"December 22, 2023 09:48 PM IST",Gold gains 1% as rising Fed rate cut bets boost appeal,"Spot gold was up 1.2% to $2,069.34 per ounce as of 9:43 a.m. ET (1443 GMT), its highest since Dec. 4, putting it on course for a 1.8% weekly gain.",economy_news1,"['1.2%', '2,069.34', '9:43 a.m.', 'ET', '1443', 'GMT', 'Dec. 4', '1.8%', 'weekly']","['1%', 'Fed']"
"December 22, 2023 08:53 PM IST",Oil prices set for weekly gain as Red Sea tension persists,"Brent crude futures were up 92 cents, or 1.2%, to $80.31 a barrel at 1445 GMT.",economy_news1,"['92 cents', '1.2%', '80.31', 'GMT']","['weekly', 'Red Sea']"
"December 22, 2023 08:42 PM IST",Budget 2024: Govt’s ambitious grain storage scheme may get a boost,India looks to increase grain storage capacity to 215 million tonnes from the current 145 million tonnes.  The government has embarked on a challenging Rs 1 lakh crore programme for creating storage facilities in every block of the country,economy_news1,"['India', '215 million tonnes', '145 million tonnes', 'Rs 1']",['2024']
"December 22, 2023 08:13 PM IST",Inflation outlook likely to be clouded due to volatile food prices: RBI Guv at MPC meeting,"Governor Das-headed six-member Monetary Policy Committee (MPC), which met on December 6 to 8, unanimously decided the keep the key interest rate (repo) unchanged at 6.5 per cent citing inflationary concerns.",economy_news1,"['Das', 'six', 'Monetary Policy Committee', 'MPC', 'December 6 to 8', '6.5 per cent']","['RBI Guv', 'MPC']"
"December 22, 2023 07:07 PM IST",Govt extends import duty exemption on masur dal by one year to March 2025,"The inflation rate on pulses was recorded at 20 percent in November, according to data available from the statistics ministry.",economy_news1,"['20 percent', 'November', 'the statistics ministry']",['one year to March 2025']
"December 22, 2023 06:50 PM IST",Poll sees Fed rate cuts later than what Street is expecting,"Bloomberg’s monthly survey shows the median expectation is for the US central bank to reduce the benchmark rate by 25 basis points at the June 2024 policy meeting, followed by three more cuts in the second half of the year. The benchmark has been in a range of 5.25% to 5.5% since July.",economy_news1,"['Bloomberg', 'monthly', 'US', '25', 'June 2024', 'three', 'the second half of the year', '5.25% to 5.5%', 'July']",['Fed']
"December 22, 2023 06:06 PM IST",India's forex reserves jump $9.112 bn to $615.971 bn,"In the previous reporting week, the overall reserves had risen USD 2.816 billion to USD 606.859 billion.",economy_news1,"['the previous reporting week', 'USD 2.816 billion']","['India', '9.112', '615.971']"
