,Unnamed: 0,Stock,Dividend Yield,Mkt Cap (Rs. Cr.),TTM EPS See historical trend,Open,Open.1,Year,Total Assets,Minority Interest,Net CashFlow From Operating Activities,Total Shareholders Funds,Total Current Assets,Cash And Cash Equivalents,Current Investments,Total Current Liabilities,Long Term Borrowings,Short Term Borrowings,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Finance Costs,Other Income,Net Cash Used In Investing Activities,Inventories,Current Assets,Current Liabilities,Working Capital,Minority Interest Balance Sheet,Other Income PnL,EBIT,ROC,BookToMkt,Net Debt,TEV,EarningYield,Rank EarningYield,Rank ROC,CombRank,MagicFormulaRank,CombinedRank,Current_Ratio,Quick_Ratio
89,89,ltfinanceholdings,1.59,31150,7.62  (+63.38% YoY),127.0,- -,23,106362.14,"Attribute
Minority Interest    89.44
Minority Interest    86.77
Minority Interest    86.77
Name: First Date, dtype: object",7490.47,21528.37,102677.38,12748.91,14366.2,45551.67,38903.86,44139.59,2130.65,5797.24,"Attribute
Other Income    526.75
Other Income    526.75
Name: First Date, dtype: object",-1106.98,0.0,75562.27,1412.0800000000015,74150.19,89.44,526.75,7401.139999999999,0.0806023246268278,0.6911194221508828,-58.28,31181.16,0.237359354174123,6.0,125.0,168.0,64.0,38.0,53.51132372103558,53.51132372103558
90,90,lttechnologyservices,0.98,48726,114.15  (+18.65% YoY),4655.0,- -,23,6917.3,"Attribute
Minority Interest    18.00
Minority Interest    -4.30
Minority Interest    -4.30
Name: First Date, dtype: object",1305.1,4950.9,5141.0,689.9,2108.8,1513.9,0.0,0.0,1643.7,43.5,"Attribute
Other Income    208.00
Other Income    208.00
Name: First Date, dtype: object",-571.8,0.0,2342.3,1513.9,828.4000000000001,18.0,208.0,1479.2,0.3471485566768364,0.1016069449575175,-64.61,48679.39,0.0303865763313796,74.0,19.0,152.0,28.0,32.0,1.5471959838826872,1.5471959838826872
91,91,ltimindtree,1.1,161967,150.52  (+8.22% YoY),5475.0,- -,23,23496.1,"Attribute
Minority Interest     7.10
Minority Interest    -2.00
Minority Interest    -2.00
Name: First Date, dtype: object",3094.6,16592.1,17185.8,2932.0,4741.8,5482.6,0.0,125.3,5791.5,150.4,"Attribute
Other Income    556.90
Other Income    556.90
Name: First Date, dtype: object",-330.9,3.3,9512.0,5357.3,4154.7,7.1,556.9,5385.0,0.3906306672276467,0.102441238029969,-722.45,161251.65,0.0333950071208573,70.0,13.0,137.0,17.0,24.0,1.7755212513766263,1.7749052694454297
92,92,larsentoubro,0.83,406211,80.12  (+22.41% YoY),2926.95,- -,23,330352.31,"Attribute
Minority Interest    14241.27
Minority Interest    -2059.90
Minority Interest    -2059.90
Name: First Date, dtype: object",22776.96,89325.95,222204.32,22519.6,35573.42,162065.99,61217.68,57295.7,16973.04,3207.16,"Attribute
Other Income    2929.17
Other Income    2929.17
Name: First Date, dtype: object",-8311.7,6828.78,164111.3,104770.29,59341.01,14241.27,2929.17,17251.03,0.0930879297093731,0.219900371974171,61216.3,481668.57,0.0358151456716389,67.0,115.0,247.0,107.0,85.0,1.5663915791394678,1.5012129870023267
93,93,lauruslabs,0.51,21282,10.46  (-32.88% YoY),393.7,- -,23,7660.4,"Attribute
Minority Interest    11.13
Minority Interest    -3.32
Minority Interest    -3.32
Name: First Date, dtype: object",993.9,4037.53,3461.68,48.46,0.0,2432.26,761.42,1210.55,1108.94,165.17,"Attribute
Other Income    6.00
Other Income    6.00
Name: First Date, dtype: object",-996.06,1684.81,3413.22,1221.7100000000005,2191.5099999999998,11.13,6.0,1268.11,0.2127330130312831,0.1897157222065595,-1933.73,19359.4,0.0655035796563943,34.0,47.0,172.0,15.0,41.0,2.793805403901088,1.4147465437788012
94,94,lupin,0.35,52330,21.34  (+144.93% YoY),1135.0,- -,23,22955.93,"Attribute
Minority Interest     78.32
Minority Interest    -17.61
Minority Interest    -17.61
Name: First Date, dtype: object",1897.24,12464.5,12451.3,1293.13,439.77,9265.37,27.51,4216.54,716.49,274.3,"Attribute
Other Income    73.36
Other Income    73.36
Name: First Date, dtype: object",-1286.77,4491.76,10718.399999999998,5048.830000000001,5669.569999999997,78.32,73.36,917.43,0.0595137855471988,0.2381903305943053,-2633.23,49775.09,0.0184315086120386,100.0,136.0,348.0,132.0,127.0,2.122947296700423,1.233283750888819
95,95,mrf,0.16,46485,"2,909.85  (0.00% YoY)",109000.0,- -,23,24369.41,"Attribute
Minority Interest     0.16
Minority Interest    -0.01
Minority Interest       --
Name: First Date, dtype: object",2755.47,14707.66,9243.68,258.49,1974.84,7495.32,823.58,1605.92,1069.74,319.0,"Attribute
Other Income    252.67
Other Income    252.67
Name: First Date, dtype: object",-1923.47,4141.05,7010.35,5889.4,1120.9500000000007,0.16,252.67,1136.07,0.0673080284169309,0.3163958266107346,2411.6,48896.76,0.0232340547717272,88.0,130.0,353.0,126.0,128.0,1.1903334804903727,0.48719733758956774
96,96,mahindramahindrafinancialservices,1.94,38240,17.74  (-25.70% YoY),301.6,- -,23,105084.77,"Attribute
Minority Interest    141.35
Minority Interest      1.20
Minority Interest      1.20
Name: First Date, dtype: object",-17395.31,18560.09,102348.38,4066.91,10063.13,48586.64,37274.16,44154.4,2816.5,5094.3,"Attribute
Other Income    132.87
Other Income    132.87
Name: First Date, dtype: object",-1635.37,0.0,88218.34,4432.239999999998,83786.1,141.35,132.87,7777.93,0.0810862063177753,0.4853580020920502,,,,148.0,124.0,,146.0,,19.9037822861578,19.9037822861578
97,97,mahindramahindra,0.99,203193,93.24  (+24.22% YoY),1620.1,- -,23,205891.77,"Attribute
Minority Interest    10716.32
Minority Interest    -1092.98
Minority Interest    -1092.98
Name: First Date, dtype: object",-7074.02,56365.79,91325.44,11273.43,14265.92,70579.41,55027.39,33739.62,11305.27,5829.7,"Attribute
Other Income    1206.49
Other Income    1206.49
Name: First Date, dtype: object",-8547.26,16854.97,65786.09000000001,36839.79,28946.30000000001,10716.32,1206.49,15928.48,0.1189941354124108,0.2774002549300419,-570.0600000000001,213339.26,0.0746626757775385,29.0,91.0,177.0,48.0,45.0,1.785734663525498,1.3282138687544096
98,98,manappuramfinance,2.15,11825,20.20  (+45.64% YoY),143.2,- -,23,39504.13,"Attribute
Minority Interest    20.34
Minority Interest    -4.19
Minority Interest    -4.19
Name: First Date, dtype: object",-3103.24,9644.89,38115.43,3035.1,534.01,22944.8,6658.29,21824.65,2041.05,2187.79,"Attribute
Other Income    65.91
Other Income    65.91
Name: First Date, dtype: object",-616.16,0.0,34546.32,1120.1499999999978,33426.17,20.34,65.91,4162.93,0.1186265645334518,0.8156355179704017,-12173.0,-327.66,-12.705029603857655,140.0,92.0,261.0,131.0,94.0,30.84079810739639,30.84079810739639
99,99,marico,0.78,74317,10.50  (+9.15% YoY),582.0,- -,23,6946.0,"Attribute
Minority Interest    157.00
Minority Interest    -20.00
Minority Interest    -20.00
Name: First Date, dtype: object",1419.0,3799.0,3820.0,756.0,578.0,2429.0,2.0,473.0,1743.0,56.0,"Attribute
Other Income    144.00
Other Income    144.00
Name: First Date, dtype: object",-929.0,1225.0,2486.0,1956.0,530.0,157.0,144.0,1655.0,0.4704377487208641,0.0511188557126902,-11839.69,62634.31,0.0264232175623871,81.0,8.0,158.0,23.0,34.0,1.270961145194274,0.6446830265848671
100,100,marutisuzukiindia,0.87,312555,321.11  (+118.38% YoY),10494.05,- -,23,84596.9,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",9251.4,61791.3,11615.6,41.6,0.0,20107.3,0.0,1215.8,10145.7,187.0,"Attribute
Other Income    2140.70
Other Income    2140.70
Name: First Date, dtype: object",-8036.1,4283.5,11574.0,18891.5,-7317.5,0.0,2140.7,8192.0,0.1301029929088151,0.1976973652637136,-1201.46,311353.54,0.0263109261580902,82.0,84.0,229.0,98.0,71.0,0.6126564857210915,0.38591430008204747
101,101,maxfinancialservices,0.0,32253,11.87  (+41.98% YoY),935.1,- -,23,131823.78,"Attribute
Minority Interest    450.26
Minority Interest    -73.41
Minority Interest    -73.41
Name: First Date, dtype: object",9922.28,3518.24,129612.2,1044.46,5430.88,126491.9,520.66,0.0,527.21,37.46,"Attribute
Other Income    18.39
Other Income    18.39
Name: First Date, dtype: object",-9227.65,0.0,123136.86,126491.9,-3355.040000000008,450.26,18.39,546.2800000000001,0.1824314396013946,0.1090825659628561,3267.7000000000003,35970.96,0.0151866950451141,108.0,57.0,316.0,94.0,120.0,0.9734762463050994,0.9734762463050994
102,102,metropolishealthcare,0.55,7495,27.00  (-19.99% YoY),1492.35,- -,23,1501.61,"Attribute
Minority Interest     2.48
Minority Interest    -0.51
Minority Interest    -0.51
Name: First Date, dtype: object",247.09,988.23,302.73,93.19,13.06,264.97,28.61,50.44,187.5,26.8,"Attribute
Other Income    15.22
Other Income    15.22
Name: First Date, dtype: object",46.79,44.59,196.48,214.53000000000003,-18.05000000000001,2.48,15.22,199.08,0.2043753657259596,0.1318519012675116,41219.0,48716.48,0.0040865021446541,130.0,50.0,268.0,106.0,99.0,0.9158625833216798,0.7080128653335196
103,103,mphasis,2.01,46812,86.56  (+9.04% YoY),2470.95,- -,23,11609.46,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",1461.77,7934.84,5953.03,1053.44,1367.88,2797.84,0.0,198.48,2173.06,97.26,"Attribute
Other Income    161.60
Other Income    161.60
Name: First Date, dtype: object",182.48,0.0,3531.71,2599.36,932.35,0.0,161.6,2108.7200000000003,0.2978468561614039,0.1695044005810476,2490.8,49302.8,0.042770795979133,56.0,26.0,112.0,16.0,18.0,1.358684445401945,1.358684445401945
104,104,multicommodityexchangeindia,1.11,8769,24.94  (-12.35% YoY),1739.9,- -,23,3022.75,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",141.42,2069.06,1625.94,1177.86,202.4,897.6,0.0,0.0,195.55,0.21,"Attribute
Other Income    67.66
Other Income    67.66
Name: First Date, dtype: object",-8.08,0.0,245.68000000000012,897.6,-651.9199999999998,0.0,67.66,128.10000000000002,0.1437387791741472,0.235951647850382,-74.20000000000002,8694.8,0.0147329438284951,110.0,76.0,237.0,110.0,78.0,0.2737076648841356,0.2737076648841356
105,105,muthootfinance,1.69,52190,95.03  (-1.14% YoY),1329.0,- -,23,80148.92,"Attribute
Minority Interest    487.05
Minority Interest    -57.47
Minority Interest    -57.47
Name: First Date, dtype: object",0.0,21665.75,79490.95,8035.66,545.71,57469.39,0.0,55533.51,4922.78,4209.18,"Attribute
Other Income    77.34
Other Income    77.34
Name: First Date, dtype: object",0.0,0.0,70909.57999999999,1935.8799999999972,68973.69999999998,487.05,77.34,9054.62,0.1309159731419417,0.4151322092354857,,,,148.0,83.0,,130.0,,36.62911957352733,36.62911957352733
106,106,nmdc,4.46,43388,19.82  (-23.92% YoY),148.0,- -,23,28247.71,"Attribute
Minority Interest    14.23
Minority Interest    -1.10
Minority Interest    -1.10
Name: First Date, dtype: object",2465.61,22620.83,15807.21,7097.75,0.0,4201.36,0.0,415.98,6409.34,75.23,"Attribute
Other Income    768.22
Other Income    768.22
Name: First Date, dtype: object",43.29,2660.58,8709.46,3785.38,4924.08,14.23,768.22,5716.349999999999,0.3586378368611448,0.5213614363418457,26154.95,69557.18,0.08218202635587,27.0,16.0,54.0,5.0,5.0,2.3008152417987096,1.5979584612377091
107,107,ntpc,3.0,234417,18.41  (+3.78% YoY),241.5,- -,23,446021.45,"Attribute
Minority Interest    3930.45
Minority Interest    -208.80
Minority Interest    -208.80
Name: First Date, dtype: object",40051.55,147023.17,81168.33,4948.53,50.0,87485.45,187883.57,31921.61,23550.82,11156.06,"Attribute
Other Income    1770.24
Other Income    1770.24
Name: First Date, dtype: object",-26107.2,14240.37,76169.8,55563.84,20605.960000000006,3930.45,1770.24,32936.64,0.0910154094804181,0.6271864668518069,-689.9,237657.55,0.1385886541370135,12.0,116.0,148.0,58.0,30.0,1.3708519785529583,1.1145635362854691
108,108,nationalaluminiumcompany,4.73,17457,6.59  (-61.72% YoY),94.25,- -,23,17626.61,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",908.24,13126.38,5296.81,2117.5,145.58,2885.64,0.0,47.75,1954.99,12.92,"Attribute
Other Income    235.63
Other Income    235.63
Name: First Date, dtype: object",-334.25,1840.22,3033.7300000000005,2837.89,195.8400000000006,0.0,235.63,1732.2800000000002,0.156673416764421,0.751926447843272,-2932.0,14525.0,0.1192619621342513,17.0,71.0,97.0,21.0,11.0,1.0690090172628257,0.42056246013763765
109,109,navinfluorineinternational,0.27,22383,73.08  (+28.59% YoY),4449.0,- -,23,3529.29,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",-63.59,2184.95,1466.17,34.81,31.11,521.48,753.13,95.52,495.88,27.52,"Attribute
Other Income    35.73
Other Income    35.73
Name: First Date, dtype: object",-655.62,468.12,1400.2500000000002,425.96,974.2900000000002,0.0,35.73,487.67,0.1626222576439163,0.0976164946611267,38698.08,61081.08,0.0079839780174155,123.0,66.0,315.0,113.0,118.0,3.2872804958212045,2.1883040661094944
110,110,oberoirealty,0.35,41558,50.14  (+33.12% YoY),1153.25,- -,23,18641.0,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",-2383.04,12210.12,12456.38,512.92,283.66,3287.84,2880.64,1063.45,2003.48,169.05,"Attribute
Other Income    100.62
Other Income    100.62
Name: First Date, dtype: object",1135.66,8543.09,11659.8,2224.3900000000003,9435.41,0.0,100.62,2071.9100000000003,0.1324641381880906,0.2938091342220511,712.9599999999999,42270.96,0.0490149738733163,48.0,82.0,243.0,61.0,82.0,5.24179662738998,1.4011526755649857
111,111,oilnaturalgascorporation,5.98,236761,29.33  (-28.32% YoY),186.45,- -,23,614528.73,"Attribute
Minority Interest    20607.74
Minority Interest     2662.87
Minority Interest     2662.87
Name: First Date, dtype: object",84211.33,280647.3,114150.53,29140.33,5168.9,132270.18,98359.55,30826.01,51154.64,7889.36,"Attribute
Other Income    8074.08
Other Income    8074.08
Name: First Date, dtype: object",-73209.0,44238.07,79841.3,101444.17,-21602.869999999995,20607.74,8074.08,50969.92,0.1338873657436882,1.1853611870198215,-1265.62,256103.12,0.1990210818204791,7.0,81.0,92.0,22.0,10.0,0.7870467075633819,0.3509637862875708
112,112,oraclefinancialservicessoftware,5.33,36527,209.77  (-2.43% YoY),4253.0,- -,23,9275.54,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",1758.42,7458.91,7168.88,5469.74,0.0,1094.13,0.0,0.0,2569.9,12.66,"Attribute
Other Income     24.56
Other Income    191.84
Name: First Date, dtype: object",137.14,0.0,1699.1400000000003,1094.13,605.0100000000002,0.0,24.56,2558.0,1.2859634923108634,0.2042026446190489,565.09,37092.09,0.0689634905986694,32.0,3.0,40.0,3.0,2.0,1.552959885936772,1.552959885936772
113,113,piindustries,0.29,53124,88.99  (+47.19% YoY),3566.0,- -,23,8479.7,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",1501.4,7198.5,5662.3,2242.9,984.3,1181.8,0.0,0.0,1437.5,37.1,"Attribute
Other Income    159.00
Other Income    159.00
Name: First Date, dtype: object",-496.2,1397.6,2435.1000000000004,1181.8,1253.3000000000004,0.0,159.0,1315.6,0.2654774396642182,0.1355037271289812,-227.87,52896.13,0.0248713847307922,86.0,32.0,243.0,47.0,83.0,2.060500930783551,0.8778981215095621
114,114,pvrinox,0.0,16774,-47.98,1701.0,- -,23,16476.43,"Attribute
Minority Interest    -0.67
Minority Interest     1.33
Minority Interest     1.33
Name: First Date, dtype: object",863.9,7329.85,849.79,361.6,0.21,2051.31,1272.28,520.36,-198.17,571.62,"Attribute
Other Income    79.08
Other Income    79.08
Name: First Date, dtype: object",-575.86,66.37,487.98,1530.9499999999998,-1042.9699999999998,-0.67,79.08,294.37000000000006,0.0336004675324082,0.4369768689638726,33207.25,49980.58,0.0058896875546462,126.0,145.0,423.0,145.0,137.0,0.3187432639864137,0.27539109703125514
115,115,persistentsystems,0.86,44514,121.97  (+24.16% YoY),5838.0,- -,23,6619.15,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",955.76,3965.08,3517.9,903.28,187.97,1958.11,205.76,222.75,1270.51,47.34,"Attribute
Other Income    70.62
Other Income    70.62
Name: First Date, dtype: object",-421.31,0.0,2426.65,1735.36,691.2900000000002,0.0,70.62,1247.23,0.3573407519675902,0.0890748977849665,43753.96,88267.95999999999,0.0141300422033091,113.0,17.0,194.0,62.0,54.0,1.3983553844735388,1.3983553844735388
116,116,petronetlng,4.17,35940,22.80  (-2.08% YoY),236.9,- -,23,22752.49,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",2569.02,15264.56,11846.97,5685.79,869.7,2900.4,0.0,0.0,4282.17,330.51,"Attribute
Other Income    523.07
Other Income    523.07
Name: First Date, dtype: object",-1192.22,1153.05,5291.48,2900.4,2391.0799999999995,0.0,523.07,4089.61,0.4269452132163106,0.4247234279354479,3623.19,39563.19,0.1033690660434611,20.0,10.0,42.0,2.0,3.0,1.8243966349469036,1.4268480209626255
117,117,pidiliteindustries,0.44,127075,27.29  (+3.43% YoY),2511.95,- -,23,10525.02,"Attribute
Minority Interest    233.64
Minority Interest    -15.62
Minority Interest    -15.62
Name: First Date, dtype: object",1557.57,7212.28,4561.52,326.65,531.2,2410.62,0.0,163.26,1716.6,47.64,"Attribute
Other Income    49.61
Other Income    49.61
Name: First Date, dtype: object",-898.95,1817.08,3703.670000000001,2247.36,1456.3100000000013,233.64,49.61,1714.63,0.2432482277351469,0.0567560889238638,-754.0,126554.64,0.0135485352413787,115.0,37.0,255.0,81.0,90.0,1.6480092197066785,0.8394694218994736
118,118,piramalenterprises,2.9,25488,97.29  (+23.51% YoY),1075.0,- -,23,83752.16,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",1359.34,31059.08,78181.24,4649.08,22331.79,21820.69,29846.17,19537.8,-2464.34,3994.32,"Attribute
Other Income    152.44
Other Income    152.44
Name: First Date, dtype: object",-351.24,0.0,51200.37,2282.8899999999994,48917.48,0.0,152.44,1377.54,0.0181747967549397,1.218576585059636,-41.6,25446.4,0.0541349660462776,45.0,147.0,213.0,116.0,62.0,22.4278743172032,22.4278743172032
119,119,polycabindia,0.38,79311,96.63  (+37.11% YoY),5140.0,- -,23,9425.48,"Attribute
Minority Interest     37.38
Minority Interest    -12.30
Minority Interest    -12.30
Name: First Date, dtype: object",1427.52,6630.86,6908.75,695.24,1350.5,2626.56,4.21,150.94,1716.52,59.76,"Attribute
Other Income    133.33
Other Income    133.33
Name: First Date, dtype: object",-1202.65,2951.38,4863.01,2475.62,2387.3900000000003,37.38,133.33,1642.95,0.2697442195321774,0.0836058049955239,-523.8000000000001,78824.58,0.0208431177178489,94.0,31.0,234.0,54.0,75.0,1.9643604430405315,0.7721823220041849
120,120,powerfinancecorporation,4.62,75744,64.58  (+22.21% YoY),289.0,- -,23,896111.86,"Attribute
Minority Interest    27822.79
Minority Interest    -5289.26
Minority Interest    -5289.26
Name: First Date, dtype: object",-74698.93,84158.49,886782.94,4101.02,5972.89,783174.34,0.0,751157.52,26496.06,47016.78,"Attribute
Other Income    56.89
Other Income    56.89
Name: First Date, dtype: object",-1693.58,0.0,876709.0299999999,32016.81999999995,844692.21,27822.79,56.89,73455.95,0.0883717821306374,1.1110911755386566,-64.58,103502.21,0.7097041696017892,2.0,118.0,130.0,49.0,22.0,27.38276412210836,27.38276412210836
121,121,powergridcorporationindia,7.21,190337,16.36  (-21.98% YoY),198.7,- -,23,250295.55,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",38004.74,83014.51,34902.81,7384.58,0.0,38305.81,113891.29,12703.61,17535.17,9633.94,"Attribute
Other Income    1024.36
Other Income    1024.36
Name: First Date, dtype: object",-6125.7,1339.95,27518.23,25602.2,1916.0299999999988,0.0,1024.36,26144.75,0.1292855580593145,0.4361448903786442,-1053.44,189283.56,0.1381247795635289,13.0,85.0,101.0,31.0,13.0,1.0748384904422277,1.0225011913038722
122,122,rec,4.95,66963,44.36  (-14.29% YoY),250.35,- -,23,465502.75,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",-37359.77,57528.81,461171.32,2395.61,3170.0,163477.89,243675.63,137114.13,13897.67,23733.33,"Attribute
Other Income    41.90
Other Income    41.90
Name: First Date, dtype: object",-942.95,0.0,455605.71,26363.76000000001,429241.95,0.0,41.9,37589.1,0.0862287684961581,0.8591133909771067,-1177.86,65785.14,0.5713919587311055,3.0,119.0,129.0,50.0,21.0,17.281514852206204,17.281514852206204
123,123,relianceindustries,0.38,1611730,95.71  (-2.47% YoY),2423.05,- -,23,1607431.0,"Attribute
Minority Interest    113009.00
Minority Interest     -7386.00
Minority Interest     -7386.00
Name: First Date, dtype: object",115032.0,715871.0,425296.0,68664.0,118473.0,395744.0,183176.0,130790.0,94022.0,19571.0,"Attribute
Other Income    11734.00
Other Income    11826.00
Name: First Date, dtype: object",-91235.0,140008.0,238159.0,264954.0,-26795.0,113009.0,11734.0,101859.0,0.105973638460506,0.4441631042420256,-8035.66,1716703.34,0.0593340722457032,39.0,102.0,251.0,72.0,87.0,0.8988692376789933,0.37044543581149936
124,124,srf,0.31,68766,64.56  (-8.94% YoY),2365.0,- -,23,18754.52,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",2901.71,10327.05,5774.95,616.46,490.05,4916.6,2311.52,2042.54,2823.99,204.82,"Attribute
Other Income    74.93
Other Income    74.93
Name: First Date, dtype: object",-2961.41,2274.29,4668.44,2874.0600000000004,1794.3799999999992,0.0,74.93,2953.88,0.2100215789230446,0.1501766861530407,-7097.75,61668.25,0.0478995269040389,53.0,48.0,219.0,33.0,66.0,1.6243363047396362,0.83302018746999
125,125,samvardhanamothersoninternational,0.66,66849,2.89  (+80.14% YoY),99.5,- -,23,61851.7,"Attribute
Minority Interest    1925.40
Minority Interest    -174.00
Minority Interest    -174.04
Name: First Date, dtype: object",4643.0,22451.5,26779.2,4698.7,2.9,27515.4,6618.3,5547.4,2548.0,780.9,"Attribute
Other Income    257.00
Other Income    257.04
Name: First Date, dtype: object",-2244.8,7822.8,22077.6,21968.0,109.59999999999854,1925.4,257.0,3071.9,0.1026756020522419,0.3358539394755344,182935.04,251709.44,0.0122041509448354,119.0,106.0,303.0,128.0,114.0,1.0049890750182082,0.6488892935178441
126,126,shreecements,0.38,94199,433.33  (-21.10% YoY),26349.95,- -,23,26333.94,"Attribute
Minority Interest    40.56
Minority Interest     1.56
Minority Interest     1.56
Name: First Date, dtype: object",2568.74,18636.4,8967.93,160.93,3397.89,6732.12,580.87,1958.97,1495.04,262.87,"Attribute
Other Income    459.08
Other Income    459.08
Name: First Date, dtype: object",-2414.49,2759.68,5409.110000000001,4773.15,635.960000000001,40.56,459.08,1298.83,0.0618039895676057,0.1978407414091444,-2117.5,92122.06,0.0140990116808069,114.0,133.0,358.0,137.0,129.0,1.1332369609167952,0.5550695033677971
127,127,shriramfinance,1.82,71988,156.09  (+20.03% YoY),1900.0,- -,23,210600.15,"Attribute
Minority Interest    286.68
Minority Interest     -8.99
Minority Interest     -8.99
Name: First Date, dtype: object",-17625.25,43512.86,203615.69,16306.95,7430.07,80535.29,85657.49,78544.75,8213.72,12931.27,"Attribute
Other Income    31.61
Other Income    31.61
Name: First Date, dtype: object",-193.04,0.0,179878.66999999998,1990.5399999999936,177888.13,286.68,31.61,21113.38,0.1103055434159935,0.604446018780908,718.3199999999999,72993.0,0.2892521200663077,4.0,100.0,136.0,35.0,23.0,90.36676982125482,90.36676982125482
128,128,steelauthorityindia,1.57,39385,3.84  (-82.67% YoY),96.45,- -,23,130481.09,"Attribute
Minority Interest    0.01
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",-5290.15,54746.67,42629.91,550.64,0.0,49334.28,6112.58,19549.2,1988.78,2037.47,"Attribute
Other Income    950.36
Other Income    950.36
Name: First Date, dtype: object",-3370.98,32400.19,42079.27,29785.08,12294.190000000006,0.01,950.36,3075.89,0.0385170843027125,1.3900385933731116,2367.72,41752.73,0.0736691948047468,30.0,144.0,213.0,100.0,63.0,1.4127633701168503,0.32496404239975174
129,129,sunpharmaceuticalindustries,1.0,276679,35.16  (+116.89% YoY),1148.0,- -,23,80743.59,"Attribute
Minority Interest    3320.09
Minority Interest     -39.36
Minority Interest     -39.36
Name: First Date, dtype: object",4959.33,55995.38,39883.34,5770.29,9372.61,19907.0,0.0,6197.88,9579.88,172.0,"Attribute
Other Income    634.52
Other Income    634.52
Name: First Date, dtype: object",-7943.68,10513.05,24740.439999999995,13709.12,11031.319999999996,3320.09,634.52,9117.36,0.1615895086699618,0.2023839178253499,69219.22,349218.31,0.0261079094048648,83.0,68.0,207.0,80.0,59.0,1.8046701757662047,1.0378047606265022
130,130,suntvnetwork,2.53,23397,45.79  (+1.92% YoY),592.0,- -,23,10148.08,"Attribute
Minority Interest     5.58
Minority Interest    -0.51
Minority Interest    -0.51
Name: First Date, dtype: object",2095.51,9271.59,5950.89,598.57,3626.18,823.55,0.0,0.0,2274.63,9.42,"Attribute
Other Income    377.05
Other Income    377.05
Name: First Date, dtype: object",-1553.88,0.0,1726.1400000000008,823.55,902.5900000000008,5.58,377.05,1907.0,0.219877274582556,0.3962725990511604,-5469.74,17932.840000000004,0.1063412153345482,18.0,45.0,89.0,8.0,9.0,2.0959747434885565,2.0959747434885565
131,131,syngeneinternational,0.06,32039,12.03  (+23.07% YoY),800.0,- -,23,5831.0,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",823.5,3618.0,2425.3,531.7,824.4,1188.2,489.0,86.3,593.6,45.2,"Attribute
Other Income    70.90
Other Income    70.90
Name: First Date, dtype: object",-656.4,332.8,1069.2000000000005,1101.9,-32.69999999999982,0.0,70.9,567.9000000000001,0.1550961328381035,0.1129248728112612,-2242.9,29796.1,0.0190595413493712,99.0,73.0,311.0,99.0,117.0,0.9703239858426358,0.6683002087303752
132,132,tvsmotorcompany,0.33,71838,30.68  (+35.88% YoY),1524.5,- -,23,35232.91,"Attribute
Minority Interest    404.85
Minority Interest     19.21
Minority Interest     19.21
Name: First Date, dtype: object",-4404.83,5505.0,17007.23,1879.11,191.92,19218.7,9064.08,12562.15,1978.63,1367.89,"Attribute
Other Income    138.00
Other Income    138.00
Name: First Date, dtype: object",-1307.74,1921.51,14936.2,6656.550000000001,8279.649999999998,404.85,138.0,3208.5200000000004,0.1270594310497494,0.0766307525265179,910.68,73153.53,0.043860084400575,55.0,86.0,257.0,73.0,91.0,2.243835019642307,1.9551704711900306
133,133,tatachemicals,1.67,26693,88.71  (+45.13% YoY),1056.15,- -,23,35084.0,"Attribute
Minority Interest     921.00
Minority Interest    -117.00
Minority Interest    -117.00
Name: First Date, dtype: object",2971.0,19721.0,8164.0,665.0,1270.0,4904.0,5540.0,543.0,2742.0,406.0,"Attribute
Other Income    218.00
Other Income    218.00
Name: First Date, dtype: object",-1186.0,2532.0,6229.0,4361.0,1868.0,921.0,218.0,2930.0,0.1165519710410119,0.7388079271719177,-8.1,27605.9,0.1061367316406999,19.0,94.0,147.0,43.0,29.0,1.4283421233662004,0.8477413437285026
