,date,df_heading,text,SourceTag,Heading NER,Text NER,hf_heading,heading labels,heading scores
18,"October 01, 2023 08:17 PM IST","Number of students in Delhi govt schools decreases by over 30,000: RTI reply","After the COVID-19 pandemic, the number of students in government schools in 2022-23 academic session was 17,89,385, while this academic year it decreased to 17,58,986, which is 30,399 less than the previous session.",buss_news1,"['Delhi', 'over 30,000', 'RTI']","['COVID-19', '2022-23', '17,89,385', 'this academic year', '17,58,986', '30,399']","Number of students in Delhi govt schools decreases by over 30,000: RTI reply","['negative', 'positive']","[0.941374659538269, 0.05862530320882797]"
19,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",buss_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
20,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",buss_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
21,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",buss_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
22,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",india_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
23,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",india_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
24,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",india_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
25,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",stock_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
26,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",stock_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
27,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",stock_news1,"['UltraTech Cement Q2', '15%', '26.69', 'MT']","['23.10', 'July-September period a year ago', 'the Aditya Birla Group']",UltraTech Cement Q2 sales up 15% to 26.69 MT,"['positive', 'negative']","[0.9592465162277222, 0.040753547102212906]"
28,"October 01, 2023 07:57 PM IST",Asian Games: India sign off with first-ever team silver in Badminton after losing to China in final,"The former world No. 1, who had produced a gritty show against South Korea in the semifinals, couldn't go the distance this time despite a healthy lead and multiple game points as China fought back to make it 1-2.",buss_news1,"['Asian', 'India', 'first', 'Badminton', 'China']","['1', 'South Korea', 'China', '1-2']",Asian Games: India sign off with first-ever team silver in Badminton after losing to China in final,"['negative', 'positive']","[0.7338730096817017, 0.26612693071365356]"
29,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",buss_news1,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
30,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",buss_news1,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
31,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",buss_news1,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
32,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",world_news1,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
33,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",world_news1,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
34,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",world_news1,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
35,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",politics,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
36,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",politics,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
37,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",politics,"['China', 'anti-India']","['India', 'China', 'Maldives', 'barely 70 nautical miles', 'Lakshadweep', 'India', 'west coast']",Maldives’ new pro-China govt. may not be anti-India,"['positive', 'negative']","[0.6802237033843994, 0.3197762966156006]"
38,"October 01, 2023 07:36 PM IST",Saraswati Saree Depot files draft papers to raise funds via IPO,Saraswati Saree Depot IPO: The IPO comprises a fresh issue of 72.45 lakh equity shares and an offer-for-sale (OFS) of 35.55 lakh shares by the promoter group,buss_news1,"['Saraswati Saree Depot', 'IPO']","['Saraswati Saree Depot', 'IPO', 'IPO', '72.45', 'OFS', '35.55']",Saraswati Saree Depot files draft papers to raise funds via IPO,"['positive', 'negative']","[0.679252028465271, 0.3207479417324066]"
39,"October 01, 2023 07:36 PM IST",Saraswati Saree Depot files draft papers to raise funds via IPO,Saraswati Saree Depot IPO: The IPO comprises a fresh issue of 72.45 lakh equity shares and an offer-for-sale (OFS) of 35.55 lakh shares by the promoter group,buss_news1,"['Saraswati Saree Depot', 'IPO']","['Saraswati Saree Depot', 'IPO', 'IPO', '72.45', 'OFS', '35.55']",Saraswati Saree Depot files draft papers to raise funds via IPO,"['positive', 'negative']","[0.679252028465271, 0.3207479417324066]"
40,"October 01, 2023 07:36 PM IST",Saraswati Saree Depot files draft papers to raise funds via IPO,Saraswati Saree Depot IPO: The IPO comprises a fresh issue of 72.45 lakh equity shares and an offer-for-sale (OFS) of 35.55 lakh shares by the promoter group,stock_news1,"['Saraswati Saree Depot', 'IPO']","['Saraswati Saree Depot', 'IPO', 'IPO', '72.45', 'OFS', '35.55']",Saraswati Saree Depot files draft papers to raise funds via IPO,"['positive', 'negative']","[0.679252028465271, 0.3207479417324066]"
41,"October 01, 2023 07:36 PM IST",Saraswati Saree Depot files draft papers to raise funds via IPO,Saraswati Saree Depot IPO: The IPO comprises a fresh issue of 72.45 lakh equity shares and an offer-for-sale (OFS) of 35.55 lakh shares by the promoter group,stock_news1,"['Saraswati Saree Depot', 'IPO']","['Saraswati Saree Depot', 'IPO', 'IPO', '72.45', 'OFS', '35.55']",Saraswati Saree Depot files draft papers to raise funds via IPO,"['positive', 'negative']","[0.679252028465271, 0.3207479417324066]"
42,"October 01, 2023 07:32 PM IST",Ajay Maken appointed Congress' new treasurer,Maken is considered a close confidant of Rahul Gandhi and was without any post ever since he resigned as Congress general secretary in charge of Rajasthan a few months ago.,buss_news1,"['Ajay Maken', 'Congress']","['Maken', 'Rahul Gandhi', 'Congress', 'Rajasthan', 'a few months ago']",Ajay Maken appointed Congress' new treasurer,"['positive', 'negative']","[0.6664250493049622, 0.3335750102996826]"
43,"October 01, 2023 07:32 PM IST",Ajay Maken appointed Congress' new treasurer,Maken is considered a close confidant of Rahul Gandhi and was without any post ever since he resigned as Congress general secretary in charge of Rajasthan a few months ago.,buss_news1,"['Ajay Maken', 'Congress']","['Maken', 'Rahul Gandhi', 'Congress', 'Rajasthan', 'a few months ago']",Ajay Maken appointed Congress' new treasurer,"['positive', 'negative']","[0.6664250493049622, 0.3335750102996826]"
44,"October 01, 2023 07:32 PM IST",Ajay Maken appointed Congress' new treasurer,Maken is considered a close confidant of Rahul Gandhi and was without any post ever since he resigned as Congress general secretary in charge of Rajasthan a few months ago.,politics,"['Ajay Maken', 'Congress']","['Maken', 'Rahul Gandhi', 'Congress', 'Rajasthan', 'a few months ago']",Ajay Maken appointed Congress' new treasurer,"['positive', 'negative']","[0.6664250493049622, 0.3335750102996826]"
45,"October 01, 2023 07:32 PM IST",Ajay Maken appointed Congress' new treasurer,Maken is considered a close confidant of Rahul Gandhi and was without any post ever since he resigned as Congress general secretary in charge of Rajasthan a few months ago.,politics,"['Ajay Maken', 'Congress']","['Maken', 'Rahul Gandhi', 'Congress', 'Rajasthan', 'a few months ago']",Ajay Maken appointed Congress' new treasurer,"['positive', 'negative']","[0.6664250493049622, 0.3335750102996826]"
46,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",buss_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
47,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",buss_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
48,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",buss_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
49,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",india_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
50,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",india_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
51,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",india_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
52,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",stock_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
53,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",stock_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
54,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",stock_news1,"['Tata Motors', '2%', '80,633', 'September']","['6 per cent', '44,809', 'last month', '47,654', 'September 2022', 'Tata Motors']","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","['positive', 'negative']","[0.939111590385437, 0.0608883798122406]"
55,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",buss_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
56,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",buss_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
57,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",buss_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
58,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",world_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
59,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",world_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
60,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",world_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
61,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",stock_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
62,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",stock_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
63,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",stock_news1,"['London', 'Europe']","['British', '$2.90 trillion', 'France', '$2.93 trillion', 'Bloomberg']","London on cusp of becoming biggest Stock Market in Europe, again","['positive', 'negative']","[0.953833818435669, 0.04616614431142807]"
64,"October 01, 2023 05:58 PM IST",UAE oil giant doubles carbon capture target ahead of COP Summit,"Abu Dhabi National Oil Co. plans to capture 10 million tons of carbon dioxide emissions annually by 2030, up from a previous target of 5 million tons, according to a statement.",buss_news1,['COP Summit'],"['Abu Dhabi National Oil Co.', '10 million tons', 'annually', '2030', '5 million tons']",UAE oil giant doubles carbon capture target ahead of COP Summit,"['positive', 'negative']","[0.6880334615707397, 0.31196653842926025]"
