,0,1,2,3,4,5,6,Stock
8,Net Inc/Dec In Cash And Cash Equivalents,574.47,-127.91,-20.67,209.61,-15.37,,adityabirlafashionretail
9,Cash And Cash Equivalents Begin of Year,118.22,246.13,266.80,57.19,72.56,,adityabirlafashionretail
10,Cash And Cash Equivalents End Of Year,692.69,118.22,246.13,266.80,57.19,,adityabirlafashionretail
0,Cash Flow of Alkem Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,alkemlaboratories
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,alkemlaboratories
2,Net Profit/Loss Before Extraordinary Items And Tax,1304.77,1844.28,1842.10,1259.79,954.66,,alkemlaboratories
3,Net CashFlow From Operating Activities,1682.50,1111.02,1264.90,585.08,779.65,,alkemlaboratories
4,Net Cash Used In Investing Activities,112.84,-1435.13,-998.54,-741.35,-316.39,,alkemlaboratories
5,Net Cash Used From Financing Activities,-1760.82,379.57,-271.75,79.15,-378.94,,alkemlaboratories
6,Foreign Exchange Gains / Losses,7.10,2.50,3.67,4.01,-1.98,,alkemlaboratories
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,alkemlaboratories
8,Net Inc/Dec In Cash And Cash Equivalents,41.62,57.96,-1.72,-73.11,82.34,,alkemlaboratories
9,Cash And Cash Equivalents Begin of Year,232.18,174.22,175.94,249.05,166.71,,alkemlaboratories
10,Cash And Cash Equivalents End Of Year,273.80,232.18,174.22,175.94,249.05,,alkemlaboratories
0,Cash Flow of Ambuja Cements (in Rs. Cr.),Mar 23,Dec 22,Dec 21,Dec 20,Dec 19,,ambujacements
1,,15 mths,12 mths,12 mths,12 mths,12 mths,,ambujacements
2,Net Profit/Loss Before Extraordinary Items And Tax,3729.49,0.00,5164.47,3991.59,3875.31,,ambujacements
3,Net CashFlow From Operating Activities,734.92,0.00,5309.16,4832.37,4738.70,,ambujacements
4,Net Cash Used In Investing Activities,-14480.75,0.00,-2007.05,-1317.31,-1192.88,,ambujacements
5,Net Cash Used From Financing Activities,2931.01,0.00,-515.76,-3956.22,-629.37,,ambujacements
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,ambujacements
7,Adjustments On Amalgamation Merger Demerger Others,0.20,0.00,0.47,0.00,0.00,,ambujacements
8,Net Inc/Dec In Cash And Cash Equivalents,-10814.62,0.00,2786.82,-441.16,2916.45,,ambujacements
9,Cash And Cash Equivalents Begin of Year,11358.49,0.00,8571.56,9012.73,6093.11,,ambujacements
10,Cash And Cash Equivalents End Of Year,543.87,0.00,11358.38,8571.57,9009.56,,ambujacements
0,Cash Flow of Apollo Hospitals Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,apollohospitalsenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,apollohospitalsenterprises
2,Net Profit/Loss Before Extraordinary Items And Tax,844.30,1108.40,136.80,431.70,200.17,,apollohospitalsenterprises
3,Net CashFlow From Operating Activities,1376.70,1628.00,1273.40,1292.80,904.95,,apollohospitalsenterprises
4,Net Cash Used In Investing Activities,-870.60,-778.20,-872.30,-288.80,-710.56,,apollohospitalsenterprises
5,Net Cash Used From Financing Activities,-633.00,-792.60,-340.10,-909.50,-214.51,,apollohospitalsenterprises
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,apollohospitalsenterprises
7,Adjustments On Amalgamation Merger Demerger Others,13.80,100.60,-16.50,0.00,0.00,,apollohospitalsenterprises
8,Net Inc/Dec In Cash And Cash Equivalents,-113.10,157.80,44.50,94.50,-20.12,,apollohospitalsenterprises
9,Cash And Cash Equivalents Begin of Year,546.50,425.20,380.70,286.20,306.33,,apollohospitalsenterprises
10,Cash And Cash Equivalents End Of Year,433.40,583.00,425.20,380.70,286.21,,apollohospitalsenterprises
0,Cash Flow of Apollo Tyres (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,apollotyres
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,apollotyres
2,Net Profit/Loss Before Extraordinary Items And Tax,1427.19,847.67,561.22,543.44,888.13,,apollotyres
3,Net CashFlow From Operating Activities,2134.39,2238.76,2446.87,2517.36,1071.12,,apollotyres
4,Net Cash Used In Investing Activities,-476.14,-1181.49,-2344.32,-2795.87,-995.93,,apollotyres
5,Net Cash Used From Financing Activities,-1691.82,-1175.39,152.15,472.47,-62.21,,apollotyres
6,Foreign Exchange Gains / Losses,-1.61,0.05,2.34,-21.45,-31.39,,apollotyres
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,apollotyres
8,Net Inc/Dec In Cash And Cash Equivalents,-35.18,-118.07,257.05,172.51,-18.41,,apollotyres
9,Cash And Cash Equivalents Begin of Year,870.22,891.77,634.72,462.20,480.62,,apollotyres
10,Cash And Cash Equivalents End Of Year,835.04,773.70,891.77,634.72,462.20,,apollotyres
0,Cash Flow of Ashok Leyland (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,ashokleyland
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,ashokleyland
2,Net Profit/Loss Before Extraordinary Items And Tax,1361.66,-285.45,-69.60,459.80,2194.60,,ashokleyland
3,Net CashFlow From Operating Activities,-4499.26,2844.56,-1065.13,383.18,-3745.49,,ashokleyland
4,Net Cash Used In Investing Activities,-2934.96,-1916.67,-991.10,-1502.67,1891.86,,ashokleyland
5,Net Cash Used From Financing Activities,7280.59,-377.63,1330.67,1538.85,2397.75,,ashokleyland
6,Foreign Exchange Gains / Losses,2.78,-0.34,8.99,1.49,4.86,,ashokleyland
7,Adjustments On Amalgamation Merger Demerger Others,28.47,0.00,9.37,0.00,0.37,,ashokleyland
8,Net Inc/Dec In Cash And Cash Equivalents,-122.38,549.92,-707.20,420.85,549.35,,ashokleyland
9,Cash And Cash Equivalents Begin of Year,2030.96,1481.04,2188.24,1767.39,1218.04,,ashokleyland
10,Cash And Cash Equivalents End Of Year,1908.58,2030.96,1481.04,2188.24,1767.39,,ashokleyland
0,Cash Flow of Asian Paints (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,asianpaints
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,asianpaints
2,Net Profit/Loss Before Extraordinary Items And Tax,5688.83,4187.72,4304.35,3628.26,3311.90,,asianpaints
3,Net CashFlow From Operating Activities,4193.43,986.49,3683.35,3038.15,2469.54,,asianpaints
4,Net Cash Used In Investing Activities,-1274.64,-321.69,-547.79,-521.42,-944.49,,asianpaints
5,Net Cash Used From Financing Activities,-2140.05,-1807.61,-650.40,-2871.46,-1117.46,,asianpaints
6,Foreign Exchange Gains / Losses,-7.70,4.94,7.25,3.51,26.70,,asianpaints
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,asianpaints
8,Net Inc/Dec In Cash And Cash Equivalents,771.04,-1137.87,2492.41,-351.22,434.29,,asianpaints
9,Cash And Cash Equivalents Begin of Year,2283.29,3421.16,928.75,1279.97,845.68,,asianpaints
10,Cash And Cash Equivalents End Of Year,3054.33,2283.29,3421.16,928.75,1279.97,,asianpaints
0,Cash Flow of Astral Limited (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,astrallimited
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,astrallimited
2,Net Profit/Loss Before Extraordinary Items And Tax,615.20,648.50,533.00,306.10,283.42,,astrallimited
3,Net CashFlow From Operating Activities,556.90,543.10,664.10,405.40,341.98,,astrallimited
4,Net Cash Used In Investing Activities,-479.70,71.50,-454.10,-317.70,-293.40,,astrallimited
5,Net Cash Used From Financing Activities,-190.60,-44.00,-153.20,-163.00,-4.95,,astrallimited
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,astrallimited
7,Adjustments On Amalgamation Merger Demerger Others,1.60,0.00,0.00,0.00,2.09,,astrallimited
8,Net Inc/Dec In Cash And Cash Equivalents,-111.80,570.60,56.80,-75.30,45.72,,astrallimited
9,Cash And Cash Equivalents Begin of Year,641.30,70.70,13.90,89.20,43.49,,astrallimited
10,Cash And Cash Equivalents End Of Year,529.50,641.30,70.70,13.90,89.21,,astrallimited
0,Cash Flow of Atul (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,atul
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,atul
2,Net Profit/Loss Before Extraordinary Items And Tax,687.84,809.74,881.68,845.42,680.34,,atul
3,Net CashFlow From Operating Activities,706.69,231.45,717.95,881.38,403.58,,atul
4,Net Cash Used In Investing Activities,-469.36,-167.65,-646.39,-782.70,-407.45,,atul
5,Net Cash Used From Financing Activities,-257.49,-57.44,-52.19,-110.55,-1.09,,atul
6,Foreign Exchange Gains / Losses,0.52,4.42,1.35,0.47,-0.12,,atul
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,atul
8,Net Inc/Dec In Cash And Cash Equivalents,-19.64,10.78,20.72,-11.40,-5.08,,atul
9,Cash And Cash Equivalents Begin of Year,57.69,46.91,26.19,37.59,42.67,,atul
10,Cash And Cash Equivalents End Of Year,38.05,57.69,46.91,26.19,37.59,,atul
0,Cash Flow of Aurobindo Pharma (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,aurobindopharma
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,aurobindopharma
2,Net Profit/Loss Before Extraordinary Items And Tax,2612.50,3372.74,7343.59,3743.04,3091.35,,aurobindopharma
3,Net CashFlow From Operating Activities,2386.75,5016.48,3328.92,4381.28,1650.97,,aurobindopharma
4,Net Cash Used In Investing Activities,-3977.75,-3211.56,598.69,-1567.64,-2902.59,,aurobindopharma
5,Net Cash Used From Financing Activities,1814.41,-2969.27,-1364.81,-1947.18,1919.06,,aurobindopharma
6,Foreign Exchange Gains / Losses,-0.06,0.20,-2.12,4.78,-1.80,,aurobindopharma
7,Adjustments On Amalgamation Merger Demerger Others,6.41,-3.25,22.41,0.00,0.00,,aurobindopharma
8,Net Inc/Dec In Cash And Cash Equivalents,229.76,-1167.40,2583.09,871.24,665.64,,aurobindopharma
9,Cash And Cash Equivalents Begin of Year,4162.51,5329.91,2746.82,1875.58,1209.94,,aurobindopharma
10,Cash And Cash Equivalents End Of Year,4392.27,4162.51,5329.91,2746.82,1875.58,,aurobindopharma
0,Cash Flow of Axis Bank (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,axisbank
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,axisbank
2,Net Profit/Loss Before Extraordinary Items And Tax,18521.12,18841.86,50375.27,5254.40,7583.55,,axisbank
3,Net CashFlow From Operating Activities,22074.78,28137.30,12632.88,30415.64,37125.25,,axisbank
4,Net Cash Used In Investing Activities,-32694.38,-27232.10,-54194.82,-9658.86,-18691.49,,axisbank
5,Net Cash Used From Financing Activities,6640.54,47894.08,7279.33,8865.13,5642.60,,axisbank
6,Foreign Exchange Gains / Losses,343.48,119.87,-92.81,173.56,17.14,,axisbank
7,Net Inc/Dec In Cash And Cash Equivalents,-3635.58,48919.15,-34375.42,29795.47,24093.50,,axisbank
8,Cash And Cash Equivalents Begin of Year,112343.51,63424.36,97799.77,68004.31,43910.81,,axisbank
9,Cash And Cash Equivalents End Of Year,108707.93,112343.51,63424.35,97799.77,68004.31,,axisbank
0,Cash Flow of Bajaj Auto (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bajajauto
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bajajauto
2,Net Profit/Loss Before Extraordinary Items And Tax,7841.98,7651.68,6241.43,6692.13,6955.58,,bajajauto
3,Net CashFlow From Operating Activities,5277.42,4197.21,3119.88,3850.44,2486.86,,bajajauto
4,Net Cash Used In Investing Activities,1199.52,-80.86,-2868.36,1556.09,-338.44,,bajajauto
5,Net Cash Used From Financing Activities,-7180.70,-4056.33,-19.52,-6246.51,-2074.05,,bajajauto
6,Foreign Exchange Gains / Losses,11.69,357.06,-0.79,209.74,65.67,,bajajauto
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,bajajauto
8,Net Inc/Dec In Cash And Cash Equivalents,-692.07,417.08,231.21,-630.24,140.04,,bajajauto
9,Cash And Cash Equivalents Begin of Year,933.69,516.61,285.40,915.64,775.60,,bajajauto
10,Cash And Cash Equivalents End Of Year,241.62,933.69,516.61,285.40,915.64,,bajajauto
0,Cash Flow of Bajaj Finance (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bajajfinance
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bajajfinance
2,Net Profit/Loss Before Extraordinary Items And Tax,15527.86,9503.78,5992.26,7322.12,6179.16,,bajajfinance
3,Net CashFlow From Operating Activities,-42140.40,-37028.62,-880.95,-24411.70,-29061.53,,bajajfinance
4,Net Cash Used In Investing Activities,-10365.25,6346.84,-428.54,-8757.61,-5378.93,,bajajfinance
5,Net Cash Used From Financing Activities,50674.96,32239.62,1826.14,34166.81,34449.31,,bajajfinance
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,bajajfinance
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,bajajfinance
8,Net Inc/Dec In Cash And Cash Equivalents,-1830.69,1557.84,516.65,997.50,8.85,,bajajfinance
9,Cash And Cash Equivalents Begin of Year,3381.44,1849.33,1344.52,347.02,338.17,,bajajfinance
10,Cash And Cash Equivalents End Of Year,1550.75,3407.17,1861.17,1344.52,347.02,,bajajfinance
0,Cash Flow of Bajaj Finserv (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bajajfinserv
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bajajfinserv
2,Net Profit/Loss Before Extraordinary Items And Tax,16811.13,11270.58,9862.34,8301.66,8154.74,,bajajfinserv
3,Net CashFlow From Operating Activities,-39479.54,-33669.99,4547.40,-23369.03,-27076.37,,bajajfinserv
4,Net Cash Used In Investing Activities,-13945.21,1445.43,-3683.80,-9948.00,-6903.41,,bajajfinserv
5,Net Cash Used From Financing Activities,51016.06,32325.76,1686.95,34479.35,34534.82,,bajajfinserv
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,bajajfinserv
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,bajajfinserv
8,Net Inc/Dec In Cash And Cash Equivalents,-2408.69,101.20,2550.55,1162.32,555.04,,bajajfinserv
9,Cash And Cash Equivalents Begin of Year,7913.08,7811.88,5261.33,4099.01,3543.97,,bajajfinserv
10,Cash And Cash Equivalents End Of Year,5504.39,7913.08,7811.88,5261.33,4099.01,,bajajfinserv
0,Cash Flow of Balkrishna Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,balkrishnaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,balkrishnaindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,1434.79,1982.15,1554.92,1139.52,1176.56,,balkrishnaindustries
3,Net CashFlow From Operating Activities,1447.97,908.04,1339.03,1173.14,820.41,,balkrishnaindustries
4,Net Cash Used In Investing Activities,-1783.09,-1897.49,-1173.42,-677.76,-635.99,,balkrishnaindustries
5,Net Cash Used From Financing Activities,358.54,980.36,-158.06,-494.69,-164.68,,balkrishnaindustries
6,Foreign Exchange Gains / Losses,-0.03,0.08,0.55,-0.04,0.01,,balkrishnaindustries
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,-0.04,,balkrishnaindustries
8,Net Inc/Dec In Cash And Cash Equivalents,23.39,-9.01,8.10,0.65,19.71,,balkrishnaindustries
9,Cash And Cash Equivalents Begin of Year,45.91,54.92,46.82,46.17,26.46,,balkrishnaindustries
10,Cash And Cash Equivalents End Of Year,69.30,45.91,54.92,46.82,46.17,,balkrishnaindustries
0,Cash Flow of Balrampur Chini Mills (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,balrampurchinimills
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,balrampurchinimills
2,Net Profit/Loss Before Extraordinary Items And Tax,396.68,587.98,589.58,560.25,595.03,,balrampurchinimills
3,Net CashFlow From Operating Activities,452.92,694.65,648.97,849.61,-523.01,,balrampurchinimills
4,Net Cash Used In Investing Activities,-858.75,-309.39,-81.13,-304.71,-159.20,,balrampurchinimills
5,Net Cash Used From Financing Activities,405.83,-385.39,-568.89,-545.52,681.88,,balrampurchinimills
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,balrampurchinimills
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,balrampurchinimills
8,Net Inc/Dec In Cash And Cash Equivalents,-0.01,-0.12,-1.05,-0.63,-0.33,,balrampurchinimills
9,Cash And Cash Equivalents Begin of Year,0.32,0.45,1.49,2.12,2.45,,balrampurchinimills
10,Cash And Cash Equivalents End Of Year,0.31,0.32,0.45,1.49,2.12,,balrampurchinimills
0,Cash Flow of Bandhan Bank (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bandhanbank
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bandhanbank
2,Net Profit/Loss Before Extraordinary Items And Tax,2892.98,128.62,2948.65,4053.42,3013.05,,bandhanbank
3,Net CashFlow From Operating Activities,-4244.62,902.04,-944.56,6482.14,2934.13,,bandhanbank
4,Net Cash Used In Investing Activities,-1617.94,-611.83,-1803.87,-5210.67,-2611.92,,bandhanbank
