date,heading,text,SourceTag,Text NER,Heading NER,Text Sentiment,Heading Sentiment
"January 13, 2024 06:23 PM IST","Delhi: At over 67 lakh, DMRC records highest ridership on New Year day in 6 years","Recently, the DMRC has integrated its ticketing service with 'One Delhi' mobile application, offering commuters uninterrupted journeys.",buss_news2,"['DMRC', 'One', 'Delhi']","['Delhi', 'At over 67', 'DMRC', 'New Year day', '6 years']","{'positive': 0.6184858679771423, 'negative': 0.10446126013994217, 'neutral': 0.2770528793334961}","{'positive': 0.055531442165374756, 'negative': 0.7898765206336975, 'neutral': 0.15459202229976654}"
"January 13, 2024 06:07 PM IST",No dispute in INDIA bloc over convenor's post: Pawar; says no need to project any face,"The INDIA bloc meeting discussed programmes, policies to be taken up. It was decided that a committee would be formed that will decide on holding joint rallies of the allies all over the country, he said.",buss_news2,['INDIA'],['INDIA'],"{'positive': 0.2588205337524414, 'negative': 0.6459966897964478, 'neutral': 0.09518284350633621}","{'positive': 0.002929041627794504, 'negative': 0.9969574213027954, 'neutral': 0.00011349033593432978}"
"January 13, 2024 06:01 PM IST","Keystone Realtors sales bookings up 26% to Rs 1,423 crore in Apr-Dec","Keystone Realtors has completed 23 million sq ft area so far, and has a pipeline of of over 39 million sq ft.",buss_news2,"['Keystone Realtors', '23 million', 'over 39 million']","['Keystone Realtors', '26%', 'Rs 1,423']","{'positive': 0.04164496064186096, 'negative': 0.09718168526887894, 'neutral': 0.8611733913421631}","{'positive': 0.18208110332489014, 'negative': 0.04507319629192352, 'neutral': 0.7728456854820251}"
"January 13, 2024 09:31 PM IST",Taiwan's opposition KMT candidate concedes to poll frontrunner as Lai Ching-te wins presidential elections,"During Muizzu’s visit to Beijing, the two countries signed a USD 50 million agreement to develop an integrated tourism zone in Hulhumale’ besides building 30,000 social housing units in Rasmale’.",buss_news2,"['Beijing', 'two', 'USD 50 million', 'Hulhumale', '30,000', 'Rasmale']","['Taiwan', 'KMT', 'Lai Ching-te']","{'positive': 0.03453494608402252, 'negative': 0.3056755065917969, 'neutral': 0.6597895622253418}","{'positive': 0.05054737627506256, 'negative': 0.016134217381477356, 'neutral': 0.9333184361457825}"
"January 13, 2024 05:48 PM IST",Ajmera Realty Q3 sales bookings jump 98% to Rs 253 crore,"The company sold 3,59,820 square feet of carpet area during the first nine months of this financial year compared to 3,01,010 square feet a year ago.",buss_news2,"['3,59,820 square feet', 'the first nine months of this financial year', '3,01,010 square feet', 'a year ago']","['Ajmera Realty Q3', '98%', 'Rs 253']","{'positive': 0.18562354147434235, 'negative': 0.6539461612701416, 'neutral': 0.16043031215667725}","{'positive': 0.04491173103451729, 'negative': 0.006397782359272242, 'neutral': 0.9486905336380005}"
"January 13, 2024 05:39 PM IST",Govt says yet to take decision on roll-out of HPV vaccination against cervical cancer,"The NTAGI recommendation was based on fresh evidence on disease burden, evidence on the effectiveness of a single dose of HPV vaccine, clinical trial data and experience of the Government of Sikkim on the introduction of the vaccine, it stated.",buss_news2,['HPV'],['HPV'],"{'positive': 0.8522276282310486, 'negative': 0.1467861384153366, 'neutral': 0.0009862296283245087}","{'positive': 0.12706759572029114, 'negative': 0.45236408710479736, 'neutral': 0.4205683469772339}"
"January 13, 2024 05:33 PM IST",Moneycontrol Selects: Top stories this evening,Our specially curated package of the most interesting articles to help you stay at the top of your game.,buss_news2,[],['this evening'],"{'positive': 0.9994004964828491, 'negative': 0.00012906907068099827, 'neutral': 0.00047047296538949013}","{'positive': 0.5137678980827332, 'negative': 0.3197478652000427, 'neutral': 0.1664842665195465}"
"January 13, 2024 05:10 PM IST","AAP alleges Delhi's slum clusters being demolished by BJP-led Centre, announces campaign against it","Hitting back at the AAP, the BJP said the Arvind Kejriwal government had blocked the implementation of Pradhan Mantri Awas Yojna in Delhi and failed to allot around 50,000 housing units constructed for slum-dwellers.",buss_news2,"['AAP', 'BJP', 'Arvind Kejriwal', 'Pradhan Mantri', 'Delhi', 'around 50,000']","['AAP', 'Delhi', 'BJP', 'Centre']","{'positive': 0.003810022957623005, 'negative': 0.9850460886955261, 'neutral': 0.011143924668431282}","{'positive': 0.15073081851005554, 'negative': 0.11593393981456757, 'neutral': 0.7333351969718933}"
"January 13, 2024 04:58 PM IST",Consensus on Congress chief Kharge's appointment as chairperson of INDIA bloc: Sources,As many as 28 opposition parties have come together under the banner of the Indian National Developmental Inclusive Alliance (INDIA) to take on the BJP in the coming Lok Sabha elections.,buss_news2,"['As many as 28', 'the Indian National Developmental Inclusive Alliance', 'BJP', 'Lok Sabha']","['Congress', 'Kharge']","{'positive': 0.027397945523262024, 'negative': 0.014414521865546703, 'neutral': 0.9581875205039978}","{'positive': 0.13340243697166443, 'negative': 0.2814413011074066, 'neutral': 0.585156261920929}"
"January 13, 2024 07:10 PM IST","Exclusive: RDC Concrete plans to go public next year with valuation up to Rs 4,000 crore",RDC has a network of 100 RMC plants spread across the country and has grown to become India’s largest independent non-cement ready-mix concrete manufacturer.,buss_news2,"['RDC', '100', 'RMC', 'India']","['RDC Concrete', 'next year', 'Rs 4,000']","{'positive': 0.5942342877388, 'negative': 0.0967683494091034, 'neutral': 0.3089973032474518}","{'positive': 0.3537503182888031, 'negative': 0.5729057192802429, 'neutral': 0.07334395498037338}"
"January 13, 2024 04:48 PM IST","Fire in duct of high rise in Dombivali, doused; no report of injuries","The blaze in the 18-storey building with 108 flats in Khoni village started at 1:30 pm and was doused an hour later after two fire engines were deployed, Thane Municipal Corporation regional disaster management cell chief Yasin Tadvi told PTI.",buss_news2,"['18', '108', 'Khoni', '1:30 pm', 'an hour later', 'two', 'Thane Municipal Corporation', 'Yasin Tadvi', 'PTI']",['Dombivali'],"{'positive': 0.0025128135457634926, 'negative': 0.996451735496521, 'neutral': 0.0010354479309171438}","{'positive': 0.06577441096305847, 'negative': 0.9104557633399963, 'neutral': 0.023769740015268326}"
"January 13, 2024 04:39 PM IST","Committed to INDIA, but Congress should acknowledge its limitations in Bengal","Banerjee’s proposal for an alliance between TMC, Congress and the Left in West Bengal in November last year met swift dismissal from the CPI (M) and criticism from some Congress leaders.",buss_news2,"['Banerjee', 'TMC', 'Congress', 'Left', 'West Bengal', 'November last year', 'Congress']","['Congress', 'Bengal']","{'positive': 0.8097935914993286, 'negative': 0.15920314192771912, 'neutral': 0.03100324422121048}","{'positive': 0.16165365278720856, 'negative': 0.42212504148483276, 'neutral': 0.4162213206291199}"
"January 13, 2024 05:46 PM IST","Avenue Supermarts Q3: D-Mart operator's net profit rises 17% to Rs 690 crore, revenue up 17.3%","The company also reported in its quarterly business update that the total number of stores as of December 31, 2023, stood at 341.",buss_news2,"['quarterly', 'December 31, 2023', '341']","['17%', 'Rs 690', '17.3%']","{'positive': 0.7243250012397766, 'negative': 0.11534429341554642, 'neutral': 0.16033069789409637}","{'positive': 0.8985036611557007, 'negative': 0.004683885723352432, 'neutral': 0.09681243449449539}"
"January 13, 2024 06:34 PM IST",Navi Mumbai International Airport’s commercial operations to begin by March 2025,"The project, worth almost Rs 18,000 crore, will be completed in five phases, aviation minister Jyotiraditya Scindia said.",buss_news2,"['Rs 18,000', 'five', 'Jyotiraditya Scindia']","['Navi Mumbai International Airport’s', 'March 2025']","{'positive': 0.527463972568512, 'negative': 0.44049811363220215, 'neutral': 0.03203790634870529}","{'positive': 0.04839290678501129, 'negative': 0.9341052770614624, 'neutral': 0.017501812428236008}"
"January 13, 2024 04:04 PM IST","No proposal to lift export curbs on wheat, rice, sugar: Piyush Goyal","India had banned wheat exports in May 2022, non-basmati rice exports from July 2023 and extended curbs on sugar exports beyond October 2023, as part of measures to control rising domestic prices.",buss_news2,"['India', 'May 2022', 'July 2023', 'October 2023']",[],"{'positive': 0.009931137785315514, 'negative': 0.9074540734291077, 'neutral': 0.08261469751596451}","{'positive': 0.08762086927890778, 'negative': 0.893800675868988, 'neutral': 0.01857852376997471}"
"January 13, 2024 03:48 PM IST",Budget recap: A look at how allocation for healthcare increased over the last 5 years,"On February 1, the Union Budget for 2024-25 will be presented. The upcoming budget will be an interim one because 2024 is an election year.",buss_news2,"['February 1', 'the Union Budget', '2024-25', '2024', 'an election year']",['the last 5 years'],"{'positive': 0.5287849307060242, 'negative': 0.07121483981609344, 'neutral': 0.4000002145767212}","{'positive': 0.5463161468505859, 'negative': 0.10549114644527435, 'neutral': 0.3481927216053009}"
"January 13, 2024 03:32 PM IST",Domestic retail investors raise stake in Paytm to 12.85%,"Foreign institutions now hold 63.72 percent of the fintech giant, a rise of 2.8 percent from the September quarter.",buss_news2,"['63.72 percent', '2.8 percent', 'the September quarter']","['Paytm', '12.85%']","{'positive': 0.1418113261461258, 'negative': 0.02361137978732586, 'neutral': 0.8345772624015808}","{'positive': 0.6051844358444214, 'negative': 0.024652011692523956, 'neutral': 0.37016355991363525}"
"January 13, 2024 03:16 PM IST",82% of India's stock brokers set to invest in cybersecurity for enhanced business resilience,"In a recent survey by The Association of National Exchanges Members of India (ANMI), 82.3 percent of Indian stockbrokers plan to invest in cybersecurity. The findings reflect a shift to digital operations, with 25–50 percent of businesses going digital.",buss_news2,"['The Association of National Exchanges Members', 'India', 'ANMI', '82.3 percent', 'Indian']","['82%', 'India']","{'positive': 0.5506550073623657, 'negative': 0.10513346642255783, 'neutral': 0.34421154856681824}","{'positive': 0.5934132933616638, 'negative': 0.011593613773584366, 'neutral': 0.39499300718307495}"
"January 13, 2024 03:55 PM IST","eMudhra launches QIP to raise up to Rs 200 crore, issue price likely Rs 422 per share: Sources",The issue price marks a discount of up to 9.5 percent as against the last closing price.,buss_news2,['up to 9.5 percent'],"['QIP', 'Rs 200', 'Rs 422']","{'positive': 0.33791273832321167, 'negative': 0.24878881871700287, 'neutral': 0.41329845786094666}","{'positive': 0.751430869102478, 'negative': 0.04859185591340065, 'neutral': 0.199977308511734}"
"January 13, 2024 02:26 PM IST",ED makes two fresh arrests in Mahadev betting app money laundering case,"Enforcement Directorate arrests two more individuals in connection with the money laundering probe into the Mahadev online betting and gaming app case, as reported by officials on Saturday.",buss_news2,"['Enforcement Directorate', 'two', 'Mahadev', 'Saturday']","['ED', 'two', 'Mahadev']","{'positive': 0.00661768764257431, 'negative': 0.7706992626190186, 'neutral': 0.22268302738666534}","{'positive': 0.21900135278701782, 'negative': 0.7291633486747742, 'neutral': 0.05183528736233711}"
"January 13, 2024 01:48 PM IST",Govt says masur production may touch record 1.6 mn tons this rabi season,"Masur (lentil) production in India is projected to reach a record 1.6 million tonnes in the 2023-24 rabi season, driven by increased acreage, states Consumer Affairs Secretary Rohit Kumar Singh.",buss_news2,"['Masur', 'India', 'a record 1.6 million tonnes', '2023-24', 'Rohit Kumar Singh']","['Govt', '1.6 mn tons']","{'positive': 0.9978500604629517, 'negative': 0.0011722389608621597, 'neutral': 0.0009776705410331488}","{'positive': 0.782792866230011, 'negative': 0.1423286348581314, 'neutral': 0.0748784989118576}"
"January 13, 2024 12:43 PM IST",Telangana CM to join Rahul's Nyay Yatra in Manipur on Jan 14,"Telangana CM A Revanth Reddy, presently in Delhi, likely to join Rahul Gandhi's Bharat Jodo Nyay Yatra starting in Manipur on January 14.",buss_news2,"['Telangana CM A Revanth Reddy', 'Delhi', ""Rahul Gandhi's"", 'Jodo Nyay Yatra', 'Manipur', 'January 14']","['Telangana CM', 'Nyay Yatra', 'Manipur', 'Jan 14']","{'positive': 0.9689425826072693, 'negative': 0.023990381509065628, 'neutral': 0.007067037746310234}","{'positive': 0.985355794429779, 'negative': 0.006221189629286528, 'neutral': 0.008422940038144588}"
"January 13, 2024 12:33 PM IST","Moneycontrol Pro Weekender | In the long run we are all dead, but the markets will be up","In the long run, inequality is a big factor in driving stock prices up",buss_news2,[],['Moneycontrol Pro Weekender'],"{'positive': 0.04718119278550148, 'negative': 0.5737151503562927, 'neutral': 0.3791036605834961}","{'positive': 0.1945360153913498, 'negative': 0.6519699096679688, 'neutral': 0.15349403023719788}"
"January 13, 2024 11:55 AM IST","Karnataka govt gives nod to 73 projects worth over Rs 3,900 cr","Karnataka's State-Level Single Window Clearance Committee, led by Minister M B Patil, approves 73 projects totaling Rs 3,935.52 crore.",buss_news2,"['Karnataka', 'State-Level Single Window Clearance Committee', 'M B Patil', '73', 'Rs 3,935.52']","['Karnataka', '73', 'Rs 3,900 cr']","{'positive': 0.9595822095870972, 'negative': 0.019922873005270958, 'neutral': 0.020494895055890083}","{'positive': 0.5725452303886414, 'negative': 0.36864984035491943, 'neutral': 0.0588049553334713}"
"January 13, 2024 11:48 AM IST",TPF meet: India flags delay in US visa process for domestic businesses,"India raises visa delay concerns in Trade Policy Forum with the US, urging expedited processes for Indian businesses, according to an official statement on Saturday.",buss_news3,"['India', 'Trade Policy Forum', 'US', 'Indian', 'Saturday']","['TPF', 'India', 'US']","{'positive': 0.6502553820610046, 'negative': 0.2564687728881836, 'neutral': 0.09327578544616699}","{'positive': 0.22166381776332855, 'negative': 0.6233344674110413, 'neutral': 0.15500175952911377}"
"January 13, 2024 12:00 PM IST",82 smallcaps gain between 10-39% as record rally continues,"Foreign institutional investors (FIIs) sold equities worth of Rs 3,901.27 crore, while Domestic institutional investors (DIIs) bought equities worth Rs 6,858.47 crore.",buss_news3,"['Rs 3,901.27', 'Rs 6,858.47']","['82', '10-39%']","{'positive': 0.9999977350234985, 'negative': 9.782879715203308e-07, 'neutral': 1.2681907719525043e-06}","{'positive': 0.25071871280670166, 'negative': 0.1534181535243988, 'neutral': 0.5958631634712219}"
"January 13, 2024 11:27 AM IST","Google fires hundreds more across engineering, other divisions | How is AI taking up jobs in 2024?","Google laid off employees working on its voice-activated assistant. According to Google, the restructuring would help improve Google Assistant as it explores integrating newer artificial intelligence technology into its products. Watch to know more.",buss_news3,"['Google', 'Google', 'Google']","['Google', 'hundreds', 'AI', '2024']","{'positive': 0.9994100332260132, 'negative': 4.1448907722951844e-05, 'neutral': 0.0005485595320351422}","{'positive': 0.3352838158607483, 'negative': 0.24776311218738556, 'neutral': 0.41695308685302734}"
"January 13, 2024 10:26 AM IST",Dollar pares gains on soft US inflation data,"Dollar index trims gains on unexpected U.S. producer price fall, sparking rate cut expectations. Safety buying persists amid U.S.-British strikes in Yemen.",buss_news3,"['U.S.', 'U.S.-British', 'Yemen']",['US'],"{'positive': 0.9626523852348328, 'negative': 0.03177526593208313, 'neutral': 0.005572331603616476}","{'positive': 0.9289374351501465, 'negative': 0.023353708907961845, 'neutral': 0.04770877584815025}"
