date,heading,text,SourceTag,Text NER,Heading NER,Text Sentiment,Heading Sentiment
"January 17, 2024 06:12 AM IST","Allied Blenders and Distillers cuts IPO size, refiles draft papers to raise Rs 1,500 cr","Allied Blenders and Distillers IPO is a mix of fresh issuance of shares worth Rs 1,000 crore, and an offer-for-sale (OFS) of Rs 500 crore worth shares by the promoters.",buss_news1,"['Allied Blenders', 'IPO', 'Rs 1,000', 'Rs 500']","['Allied Blenders', 'IPO']","{'positive': 0.9999921321868896, 'negative': 7.870641638874076e-06, 'neutral': 2.2573320990204593e-08}","{'positive': 0.049295779317617416, 'negative': 0.7665254473686218, 'neutral': 0.18417878448963165}"
"January 17, 2024 05:47 AM IST",Moneycontrol Daily: Your Essential 7,A daily round-up of the most interesting articles to help jump-start the day.,buss_news1,"['daily', 'the day']",['Moneycontrol Daily'],"{'positive': 0.9963459372520447, 'negative': 0.0014865604462102056, 'neutral': 0.002167547820135951}","{'positive': 0.06820394843816757, 'negative': 0.07183939218521118, 'neutral': 0.859956681728363}"
"January 16, 2024 11:09 PM IST",Dollar hits one-month high as Fed rate-cut outlook eases,"Markets are pricing in a 71.4% chance of a 25 basis point (bps) cut in March from the Fed, compared with an 81% view in the prior session according to CME's FedWatch Tool.",buss_news1,"['71.4%', '25', 'March', 'Fed', '81%', 'CME', 'FedWatch Tool']","['one-month', 'Fed']","{'positive': 0.9887422323226929, 'negative': 0.00968941580504179, 'neutral': 0.0015683654928579926}","{'positive': 0.29176822304725647, 'negative': 0.6961688995361328, 'neutral': 0.012062895111739635}"
"January 16, 2024 11:05 PM IST",India Inc likely to report 8-10% revenue growth in Q3: Report,"The operating profits have likely expanded 100-150 basis points on-year in the three months ended December 2023, giving the corporates an overall operating margin of 19-20 per cent in the first nine months of 2023-24 fiscal, as per Crisil Ratings.",buss_news1,"['100-150', 'on-year', 'the three months ended December 2023', '19-20', 'the first nine months of 2023-24 fiscal']","['India Inc', '8-10%', 'Q3']","{'positive': 0.9821359515190125, 'negative': 0.01714903861284256, 'neutral': 0.0007149644661694765}","{'positive': 0.6941056847572327, 'negative': 0.030651265755295753, 'neutral': 0.27524304389953613}"
"January 16, 2024 11:12 PM IST","Davos 2024: Food inflation can be volatile, top on RBI agenda, says Governor Das",Das was speaking at World Economic Forum Annual Meeting 2024 at Davos.,buss_news1,"['Das', 'World Economic Forum Annual Meeting', 'Davos']","['Davos 2024', 'RBI', 'Das']","{'positive': 0.9343622326850891, 'negative': 0.03297349810600281, 'neutral': 0.032664231956005096}","{'positive': 0.8675875663757324, 'negative': 0.11036194115877151, 'neutral': 0.022050537168979645}"
"January 16, 2024 10:43 PM IST","WEF 2024: Carlsberg, Budweiser top executives meet UP delegation","The multinational brewers, known for their global presence and strong local brands, have a significant footprint in India.",buss_news1,['India'],"['2024', 'Carlsberg', 'Budweiser']","{'positive': 0.9785111546516418, 'negative': 0.010585305280983448, 'neutral': 0.010903495363891125}","{'positive': 0.8848583698272705, 'negative': 0.07822015881538391, 'neutral': 0.03692152723670006}"
"January 17, 2024 06:38 AM IST",Trade setup for Wednesday: 15 things to know before opening bell,"A short build-up was seen in 62 stocks including L&T Technology Services, Hindustan Aeronautics, Vodafone Idea, HDFC Asset Management Company, and Ashok Leyland.",buss_news1,"['62', 'L&T Technology Services', 'Hindustan Aeronautics', 'HDFC Asset Management Company', 'Ashok Leyland']","['Wednesday', '15']","{'positive': 0.37373679876327515, 'negative': 0.45487892627716064, 'neutral': 0.1713842749595642}","{'positive': 0.3518490493297577, 'negative': 0.1133221760392189, 'neutral': 0.534828782081604}"
"January 16, 2024 10:39 PM IST","Wall St dips, dollar, US yields rise on rate outlook jitters","The three major US stock market indexes were lower after paring initial losses, while the greenback strength against a basket of world currencies waned a bit after the first hour of trading.",buss_news1,"['three', 'US', 'the first hour']",['US'],"{'positive': 0.44672513008117676, 'negative': 0.39762619137763977, 'neutral': 0.15564867854118347}","{'positive': 0.28669801354408264, 'negative': 0.18219827115535736, 'neutral': 0.5311037302017212}"
"January 16, 2024 10:33 PM IST",More than 30 major retail brands entered 14 Tier-II cities during January-September period last year: Report,"In its report 'Tier-II Cities: The Time to Shine' released on Tuesday, CBRE said that several domestic and international retail brands, including Croma, Armani Exchange, Malabar Gold & Diamonds, Reliance Smart, Tanishq, H&M, Marks & Spencer, GAP, Starbucks, Pizza Express and Under Armour, have expanded their retail footprint to Tier-II cities.",buss_news1,"['Shine', 'Tuesday', 'CBRE', 'Croma, Armani Exchange', 'Malabar Gold & Diamonds', 'Reliance Smart', 'Tanishq', 'H&M', 'Marks & Spencer', 'GAP', 'Starbucks', 'Pizza Express', 'Armour', 'Tier-II']","['More than 30', '14', 'January-September period last year']","{'positive': 0.0329858735203743, 'negative': 0.966447651386261, 'neutral': 0.0005664736963808537}","{'positive': 0.29587092995643616, 'negative': 0.12544408440589905, 'neutral': 0.5786850452423096}"
"January 16, 2024 10:32 PM IST",Max Life launches first-of-its-kind Midcap Momentum Index Fund in ULIP segment,"This NFO aligns with the surging trend of index funds in India which have witnessed 175% CAGR growth in asset under management (AUM) over the last three years (FY20-FY23), Max Life Insurance said.",buss_news1,"['NFO', 'India', '175%', 'AUM', 'the last three years', 'Max Life Insurance']","['Max Life', 'first', 'Midcap Momentum Index Fund', 'ULIP']","{'positive': 0.9809407591819763, 'negative': 0.017857300117611885, 'neutral': 0.0012020391877740622}","{'positive': 0.9676221013069153, 'negative': 0.030700813978910446, 'neutral': 0.0016770964721217752}"
"January 16, 2024 10:22 PM IST",ICICI Lombard General Insurance Q3 result: Net profit rises 22.4% to Rs 431 crore,"ICICI Lombard General Insurance Q3: The net premium income of the insurer came in at Rs 4690 crore, beating market expectations of Rs 4376 crore.",buss_news1,"['ICICI Lombard General Insurance', '4376']","['ICICI Lombard General Insurance', '22.4%', 'Rs 431']","{'positive': 0.6830952763557434, 'negative': 0.09773437678813934, 'neutral': 0.21917037665843964}","{'positive': 0.896080493927002, 'negative': 0.0489547960460186, 'neutral': 0.05496469512581825}"
"January 16, 2024 09:44 PM IST","No plans for hybrid cars in India as BEVs are 'ultimate destination', says Hyundai Motor India COO","According to Tarun Garg, while Hyundai cars based on hybrid technology are doing very well in the US and Europe, in India, based on the tax structure, the government’s focus is very clearly on electric vehicles",buss_news1,"['Tarun Garg', 'Hyundai', 'US', 'Europe', 'India']","['India', 'Hyundai Motor', 'India COO']","{'positive': 0.38116970658302307, 'negative': 0.01648803800344467, 'neutral': 0.6023423075675964}","{'positive': 0.08157866448163986, 'negative': 0.7973243594169617, 'neutral': 0.12109699100255966}"
"January 16, 2024 10:38 PM IST",RBI approves Praveen Achuthan Kutty's appointment as DCB Bank MD &amp; CEO,"The appointment is for a period of three years with effect from April 29, 2024 , the bank said in a regulatory filing",buss_news2,"['a period of', 'three years', 'April 29, 2024']","['RBI', ""Praveen Achuthan Kutty's"", 'DCB Bank MD &']","{'positive': 0.030704505741596222, 'negative': 0.20726171135902405, 'neutral': 0.7620337605476379}","{'positive': 0.5923041105270386, 'negative': 0.2850606143474579, 'neutral': 0.12263529002666473}"
"January 16, 2024 09:35 PM IST",National Startup Day | Secrets of Success with Startup Pioneers Sanjeev Bikhchandani & Deep Kalra | Leap to Unicorn,"From the foundation of the startup ecosystem in India to the secret behind the success of startups, catch Info Edge founder Sanjeev Bikhchandani and Deep Kalra, former CEO of MakeMyTrip, discuss India’s startup journey in an interview with Moneycontrol. WATCH!",buss_news2,"['India', 'Info Edge', 'Sanjeev Bikhchandani', 'Deep Kalra', 'MakeMyTrip', 'India', 'Moneycontrol']","['National Startup Day', 'Secrets of Success with Startup Pioneers Sanjeev Bikhchandani & Deep Kalra |', 'Leap to Unicorn']","{'positive': 0.8442233800888062, 'negative': 0.1515093594789505, 'neutral': 0.00426717521622777}","{'positive': 0.6436265110969543, 'negative': 0.21119974553585052, 'neutral': 0.14517366886138916}"
"January 16, 2024 09:05 PM IST","Air India to unveil Airbus A350, Boeing 777-9 to debut at Wings India air show in Hyderabad","The Wings India 2024 event is all set to take flight from January 18 to 21 at Begumpet Airport, showcasing an array of new-generation aircraft displays, allied aviation services, auxiliary unit industries, and advancements in the tourism sector.",buss_news2,"['2024', 'January 18 to 21', 'Begumpet Airport']","['Air India', 'Airbus', 'A350', 'Boeing', '777-9', 'Wings', 'India', 'Hyderabad']","{'positive': 0.011333395726978779, 'negative': 0.9027985334396362, 'neutral': 0.08586816489696503}","{'positive': 0.006357139442116022, 'negative': 0.03103177435696125, 'neutral': 0.9626110792160034}"
"January 16, 2024 10:23 PM IST",Fitch affirms India at 'BBB-'; outlook stable,"""India is poised to remain one of fastest-growing countries globally in next few years,"" the ratings agency said",buss_news2,"['India', 'next few years']",['India'],"{'positive': 0.8885442614555359, 'negative': 0.012504213489592075, 'neutral': 0.09895152598619461}","{'positive': 0.25719839334487915, 'negative': 0.41790512204170227, 'neutral': 0.3248964846134186}"
"January 16, 2024 08:24 PM IST",SMEs are key to India’s GDP growth - Ling Hai of Mastercard | Davos 2024,"SMEs are key to India’s GDP growth, says Ling Hai. At the 54th edition of the WEF, Chandra Srikanth speaks to Ling Hai of Mastercard. He adds his views on ‘K-shaped’ economy, payments industry and says that the driving force of the Indian economy is its confidence about the future. He also speaks about AI’s role in cyber security. Tune into this interview to know more.",buss_news2,"['India', 'Ling Hai', '54th', 'WEF', 'Chandra Srikanth', 'Ling Hai of Mastercard', 'Indian', 'AI']","['India', 'Mastercard', 'Davos 2024']","{'positive': 0.9993754029273987, 'negative': 0.0005267500528134406, 'neutral': 9.787267481442541e-05}","{'positive': 0.6207817196846008, 'negative': 0.3358163833618164, 'neutral': 0.04340188205242157}"
"January 16, 2024 08:31 PM IST","Davos 2024: India’s digitisation, financial inclusion efforts benefiting SMEs, says Ling Hai of Mastercard","Ling Hai, President, International Markets at Mastercardsaid there is a lot of optimism about India globally, with fundamentals like easing inflation, rising spending power, exports, service sector, and people's confidence driving economic growth",buss_news2,"['Ling Hai', 'International Markets', 'India']","['Davos', '2024', 'India', 'Ling Hai']","{'positive': 0.9974061846733093, 'negative': 0.002531943144276738, 'neutral': 6.181298522278666e-05}","{'positive': 0.18661144375801086, 'negative': 0.6057273745536804, 'neutral': 0.2076612263917923}"
"January 16, 2024 08:33 PM IST","Davos 2024: Mastercard's $7 bn cybersecurity investment shows commitment to safety: Ling Hai, President, International Markets","On annual basis, Mastercard prevents 125 billion transactions from being hacked, with Artificial Intelligence (AI) playing an important role in its cybersecurity systems.",buss_news2,"['annual', 'Mastercard', '125 billion', 'Artificial Intelligence']","['Davos', '2024', 'Mastercard', '7', 'Ling Hai', 'International Markets']","{'positive': 0.9993708729743958, 'negative': 0.0006277334759943187, 'neutral': 1.4346170473800157e-06}","{'positive': 0.9604395627975464, 'negative': 0.03285348787903786, 'neutral': 0.00670687947422266}"
"January 16, 2024 08:10 PM IST",SBI Mutual Fund eyes Rs 500-crore from new fund,"For investors, the open-ended fund comes with a relatively lower cost as it is a passive fund which will remain open from January 16 to 29, the fund house said.",buss_news2,['January 16 to 29'],"['SBI Mutual Fund', '500']","{'positive': 0.14989838004112244, 'negative': 0.5047218203544617, 'neutral': 0.3453798294067383}","{'positive': 0.4852888584136963, 'negative': 0.2267715483903885, 'neutral': 0.28793957829475403}"
"January 16, 2024 08:24 PM IST",'Close friend' privy to Poonawalla Group's Magma buy fined Rs 10 lakhs for insider trading,"The announcement of Poonawalla Group buying a controlling stake in Magma Fincorp was made on February 10, 2021.",buss_news2,"['Poonawalla Group', 'Magma Fincorp', 'February 10, 2021']","[""Poonawalla Group's"", 'Magma', 'Rs 10']","{'positive': 0.04084840416908264, 'negative': 0.05570552870631218, 'neutral': 0.9034460783004761}","{'positive': 0.4649917781352997, 'negative': 0.03364082798361778, 'neutral': 0.5013673901557922}"
"January 16, 2024 07:56 PM IST",MC Explains: All you need to know about proposed RBI norms for deposit taking housing finance companies,"Foreign brokerage Jefferies in its report said that Can Fin Homes, LIC Housing Finance, and PNB Housing will have minimal impact from the proposed norms.",buss_news2,"['Can Fin Homes', 'LIC Housing Finance', 'PNB Housing']",['RBI'],"{'positive': 0.6552241444587708, 'negative': 0.20054642856121063, 'neutral': 0.14422951638698578}","{'positive': 0.6370601654052734, 'negative': 0.18666140735149384, 'neutral': 0.17627842724323273}"
"January 16, 2024 08:05 PM IST","Exclusive: Ajith Kumar K K, Madhav Nair among names shortlisted for Dhanlaxmi Bank CEO post","A total of five names have been shortlisted after the interview. These names are now under the scrutiny of the RBI as the term of the existing CEO Shivan JK is set to end on January 29, 2024.",buss_news2,"['five', 'RBI', 'Shivan JK', 'January 29, 2024']","['Ajith Kumar K K', 'Madhav Nair', 'Dhanlaxmi Bank']","{'positive': 0.7188006639480591, 'negative': 0.05274014174938202, 'neutral': 0.22845926880836487}","{'positive': 0.6867919564247131, 'negative': 0.0888148844242096, 'neutral': 0.22439318895339966}"
"January 16, 2024 07:46 PM IST","Davos 2024: PM Modi's likely return to power good news for investors, says Axis Bank's Chaudhry",Many leaders at the World Economic Forum (WEF) 2024 are betting big on India's growth story.,buss_news2,"['the World Economic Forum', '2024', 'India']","['Davos', '2024', ""PM Modi's"", ""Axis Bank's"", 'Chaudhry']","{'positive': 0.9906268119812012, 'negative': 0.00143819663207978, 'neutral': 0.007934942841529846}","{'positive': 0.920110821723938, 'negative': 0.018209118396043777, 'neutral': 0.06167999655008316}"
"January 16, 2024 07:36 PM IST","China committed to multilateralism, further opening up of economy: Premier Li","He called for tighter multilateral coordination of macroeconomic policy, international cooperation on green development and better North-South cooperation.",buss_news2,['North-South'],"['China', 'Li']","{'positive': 0.9083624482154846, 'negative': 0.029968999326229095, 'neutral': 0.06166854500770569}","{'positive': 0.8422375917434692, 'negative': 0.09965134412050247, 'neutral': 0.05811106413602829}"
"January 16, 2024 07:26 PM IST",Live: Davos 2024 | Top highlights from day 2 of World Economic Forum,"Davos 2024 | Top Highlights From Day 2 of WEF: Moneycontrol brings you the top global voices. Catch Juvencio Maetzu of IKEA, Ling Hai of Mastercard, Amitabh Chaudhry of Axis Bank and many more. From GenAI to expectations from the Interim Budget, here's a look at what they have to say. 

Tune into the second edition of the Davos 2024 bulletin with Chandra R Srikanth, live on Moneycontrol.",buss_news2,"['2024', 'Catch Juvencio Maetzu', 'IKEA', 'Ling Hai', 'Mastercard', 'Amitabh Chaudhry', 'GenAI', 'the Interim Budget', 'second', 'Davos 2024', 'Chandra', 'Moneycontrol']","['2024', 'day 2']","{'positive': 0.8625447154045105, 'negative': 0.0021871363278478384, 'neutral': 0.13526809215545654}","{'positive': 0.8315708637237549, 'negative': 0.11469434201717377, 'neutral': 0.053734853863716125}"
"January 16, 2024 08:02 PM IST",TV18’s News Business records 23% revenue jump in Q3FY24,"India’s largest TV news network registered a revenue of Rs 402 crore in Q3FY24, as compared to Rs 327 crore for the same quarter last fiscal.",buss_news2,"['India', 'Rs 402', 'Rs 327', 'the same quarter last fiscal']","['TV18', '23%']","{'positive': 0.5251314043998718, 'negative': 0.12392133474349976, 'neutral': 0.35094720125198364}","{'positive': 0.2125856727361679, 'negative': 0.08190500736236572, 'neutral': 0.70550936460495}"
"January 17, 2024 06:23 AM IST","HDFC Bank expects to start IPO process of HDB Financial Services in next few months, says CFO","For the October-December quarter of the financial year (FY) 2023-24, HDB Financial Services reported a profit of Rs 640 crore compared to Rs 500 crore last year",buss_news2,"['October-December quarter', '2023-24', 'HDB Financial Services', 'Rs 640', 'Rs 500', 'last year']","['HDFC Bank', 'IPO', 'HDB Financial Services', 'next few months', 'CFO']","{'positive': 0.9976882934570312, 'negative': 0.002213013358414173, 'neutral': 9.871542715700343e-05}","{'positive': 0.4641087055206299, 'negative': 0.47707563638687134, 'neutral': 0.05881557613611221}"
"January 16, 2024 08:02 PM IST",Property prices surged 18.8% YoY and 3.97% QoQ in Oct-Dec 2023: Magicbricks,"Employment hubs of Gurugram witnessed highest 32.1 percent YoY appreciation in property price, followed by Greater Noida (31 percent YoY), Noida (26.1 percent YoY), and Hyderabad (15.8 percent YoY).",buss_news2,"['Gurugram', '32.1 percent', 'YoY', 'Greater Noida', '31 percent', 'YoY', 'Noida', '26.1 percent', 'YoY', 'Hyderabad', '15.8 percent', 'YoY']","['18.8%', 'YoY', '3.97%', 'Oct-Dec 2023']","{'positive': 0.9634993672370911, 'negative': 6.950727401999757e-05, 'neutral': 0.036431148648262024}","{'positive': 0.29901278018951416, 'negative': 0.0432470440864563, 'neutral': 0.6577401757240295}"
"January 16, 2024 06:59 PM IST",Air India Express starts Gwalior-Bengaluru flight service,"The flight was flagged off in the virtual presence of Union Civil Aviation Minister Jyotiraditya Scindia and Madhya Pradesh Chief Minister Mohan Yadav, among others.",buss_news2,"['Union Civil Aviation', 'Jyotiraditya Scindia', 'Madhya', 'Mohan Yadav']","['Air India Express', 'Gwalior-Bengaluru']","{'positive': 0.07510174065828323, 'negative': 0.4446052014827728, 'neutral': 0.48029303550720215}","{'positive': 0.03707123175263405, 'negative': 0.08106729388237, 'neutral': 0.8818615078926086}"
"January 16, 2024 06:50 PM IST","Davos 2024: Banks will react to RBI caution on unsecured loans, regulator watching trend closely, says Axis Bank CEO","RBI, on November 16, increased the risk weight on consumer credit from 100 to 125 percent.",buss_news2,"['RBI', 'November 16', '100 to 125 percent']","['Davos 2024', 'RBI', 'Axis Bank']","{'positive': 0.9471927285194397, 'negative': 0.051633208990097046, 'neutral': 0.001174062374047935}","{'positive': 0.5397133231163025, 'negative': 0.10819964110851288, 'neutral': 0.35208702087402344}"
"January 16, 2024 06:46 PM IST",Govt to launch 'Trade Connect ePlatform' for Indian exporters: Piyush Goyal,"The platform should be available in three to four months, the minister added.",buss_news2,['three to four months'],"['Indian', 'Piyush Goyal']","{'positive': 0.13418906927108765, 'negative': 0.19729137420654297, 'neutral': 0.6685194969177246}","{'positive': 0.1546270251274109, 'negative': 0.5631198287010193, 'neutral': 0.2822531461715698}"
"January 16, 2024 06:37 PM IST",Medi Assist Healthcare Services in five charts,The third-party administration services provider’s margins performance has been better than the industry average mainly on account of embracing digital technology support and lower employee cost.,buss_news2,['third'],"['Medi Assist Healthcare Services', 'five']","{'positive': 0.932356595993042, 'negative': 0.0673191100358963, 'neutral': 0.00032436236506327987}","{'positive': 0.4317896068096161, 'negative': 0.1701592206954956, 'neutral': 0.3980511724948883}"
"January 16, 2024 06:32 PM IST",Russian crude flows defy Red Sea chaos to exceed OPEC+ target,"About 3.43 million barrels a day of crude were shipped from Russian ports in the four weeks to Jan. 14, tanker-tracking data monitored by Bloomberg show.",buss_news2,"['About 3.43 million barrels', 'Russian', 'the four weeks to', 'Jan. 14', 'Bloomberg']","['Russian', 'Red Sea']","{'positive': 0.3075190484523773, 'negative': 0.49313169717788696, 'neutral': 0.1993492692708969}","{'positive': 0.001144416630268097, 'negative': 0.9855666160583496, 'neutral': 0.013288860209286213}"
"January 16, 2024 06:26 PM IST",Govt may extend concessional 15% tax for new manufacturing units by one year: EY,Finance Minister Nirmala Sitharaman is scheduled to present the interim Budget for 2024-25 on February 1.,buss_news2,"['Nirmala Sitharaman', 'Budget', '2024-25', 'February 1']","['15%', 'one year', 'EY']","{'positive': 0.23167553544044495, 'negative': 0.02939828485250473, 'neutral': 0.7389262318611145}","{'positive': 0.39197027683258057, 'negative': 0.41969162225723267, 'neutral': 0.18833814561367035}"
"January 16, 2024 06:18 PM IST","HDFC Bank plans to increase branches to 13,000 in next 3-5 years, says CFO","Srinivasan Vaidyanathan, Chief Financial Officer, HDFC Bank, highlighted that branch and network reach is important for growing granular deposits.",buss_news2,"['Srinivasan Vaidyanathan', 'HDFC Bank']","['HDFC Bank', '13,000', 'next 3-5 years', 'CFO']","{'positive': 0.935739278793335, 'negative': 0.06371237337589264, 'neutral': 0.0005484115681611001}","{'positive': 0.90891033411026, 'negative': 0.02751871757209301, 'neutral': 0.06357087939977646}"
"January 16, 2024 06:17 PM IST",India to implement approved solar module maker list in April: RK Singh,The move is likely to boost domestic solar module manufacturers.,buss_news2,[],"['India', 'April', 'Singh']","{'positive': 0.6848941445350647, 'negative': 0.08177050948143005, 'neutral': 0.23333540558815002}","{'positive': 0.3825874924659729, 'negative': 0.13642407953739166, 'neutral': 0.48098841309547424}"
"January 16, 2024 06:18 PM IST",Bill Gates says global health spending key to halting climate change,The Bill & Melinda Gates Foundation that he co-chairs announced plans to spend $8.6 billion on health care technology and programs in 2024,buss_news3,"['Bill & Melinda Gates Foundation', '$8.6 billion', '2024']",['Bill Gates'],"{'positive': 0.8534755706787109, 'negative': 0.10393266379833221, 'neutral': 0.04259178787469864}","{'positive': 0.1340278536081314, 'negative': 0.044295769184827805, 'neutral': 0.8216763138771057}"
